Tiempo(ms),Setpoint(cm),Altura(cm),PWM
6481,20.00,20.36,155.85
6501,20.00,20.28,154.38
6521,20.00,20.23,153.04
6541,20.00,20.18,152.10
6561,20.00,20.16,151.44
6581,20.00,20.14,150.98
6601,20.00,20.12,150.66
6621,20.00,20.11,150.43
6641,20.00,20.11,150.27
6661,20.00,20.10,150.16
6681,20.00,20.10,150.08
6701,20.00,20.10,150.02
6721,20.00,20.09,149.98
6741,20.00,20.09,149.95
6761,20.00,20.09,149.93
6781,20.00,20.09,149.92
6801,20.00,20.09,149.90
6821,20.00,20.09,149.90
6841,20.00,20.48,125.72
6861,20.00,20.75,131.98
6881,20.00,20.94,136.35
6901,20.00,21.07,139.40
6921,20.00,21.16,141.52
6941,20.00,20.84,167.49
6961,20.00,20.61,162.16
6981,20.00,20.55,151.99
7001,20.00,20.51,151.05
7021,20.00,20.58,144.26
7041,20.00,20.63,145.38
7061,20.00,20.66,146.16
7081,20.00,20.40,164.75
7101,20.00,20.21,160.44
7121,20.00,20.08,157.43
7141,20.00,19.99,155.32
7161,20.00,19.92,154.17
7181,20.00,20.27,128.57
7201,20.00,20.51,134.14
7221,20.00,20.58,144.15
7241,20.00,20.72,139.48
7261,20.00,20.82,141.77
7281,20.00,20.80,149.16
7301,20.00,20.78,148.77
7321,20.00,20.86,142.68
7341,20.00,20.54,167.83
7361,20.00,20.40,156.75
7381,20.00,20.31,154.56
7401,20.00,20.24,153.02
7421,20.00,20.20,151.95
7441,20.00,20.17,151.20
7461,20.00,19.76,174.84
7481,20.00,19.86,144.03
7501,20.00,19.93,145.34
7521,20.00,19.88,153.01
7541,20.00,19.94,146.07
7561,20.00,19.99,147.09
7581,20.00,19.93,153.60
7601,20.00,19.88,152.92
7621,20.00,19.84,152.13
7641,20.00,19.82,151.59
7661,20.00,19.80,151.20
7681,20.00,19.79,150.94
7701,20.00,19.79,150.43
7721,20.00,19.79,150.39
7741,20.00,19.79,150.36
7761,20.00,20.07,132.62
7781,20.00,20.27,137.20
7801,20.00,20.40,140.40
7821,20.00,20.12,166.49
7841,20.00,19.92,161.87
7861,20.00,19.78,158.63
7881,20.00,19.68,156.38
7901,20.00,19.61,154.80
7921,20.00,19.57,153.70
7941,20.00,19.53,152.94
7961,20.00,19.51,152.41
7981,20.00,19.49,152.04
8001,20.00,19.77,134.06
8021,20.00,19.96,138.16
8041,20.00,20.10,141.33
8061,20.00,20.19,143.87
8081,20.00,20.16,151.14
8101,20.00,20.14,150.66
8121,20.00,20.12,150.33
8141,20.00,20.11,150.09
8161,20.00,20.11,149.92
8181,20.00,20.20,143.68
8201,20.00,20.27,145.19
8221,20.00,20.31,146.24
8241,20.00,20.34,146.97
8261,20.00,20.37,147.48
8281,20.00,20.09,166.20
8301,20.00,19.89,161.68
8321,20.00,19.76,158.53
8341,20.00,19.67,156.00
8361,20.00,19.60,154.54
8381,20.00,19.56,153.53
8401,20.00,19.53,152.82
8421,20.00,19.51,152.33
8441,20.00,19.49,151.99
8461,20.00,19.76,134.03
8481,20.00,19.95,138.47
8501,20.00,20.09,141.57
8521,20.00,20.19,143.41
8541,20.00,20.25,145.34
8561,20.00,20.30,146.37
8581,20.00,20.33,146.76
8601,20.00,20.36,147.35
8621,20.00,20.38,147.75
8641,20.00,20.39,148.03
8661,20.00,20.40,148.23
8681,20.00,20.40,148.36
8701,20.00,20.12,166.50
8721,20.00,19.92,161.88
8741,20.00,19.78,158.65
8761,20.00,19.68,156.39
8781,20.00,19.61,154.82
8801,20.00,19.57,153.72
8821,20.00,19.53,152.95
8841,20.00,19.51,152.42
8861,20.00,19.49,152.06
8881,20.00,19.48,151.80
8901,20.00,19.76,133.58
8921,20.00,19.96,138.14
8941,20.00,20.10,141.33
8961,20.00,20.19,143.56
8981,20.00,20.26,145.12
9001,20.00,20.31,146.21
9021,20.00,20.34,146.96
9041,20.00,20.36,147.49
9061,20.00,20.38,147.86
9081,20.00,20.10,166.48
9101,20.00,19.90,161.57
9121,20.00,19.77,158.45
9141,20.00,19.68,156.26
9161,20.00,19.61,154.74
9181,20.00,19.56,153.68
9201,20.00,19.53,152.94
9221,20.00,19.51,152.43
9241,20.00,19.78,134.35
9261,20.00,19.97,138.37
9281,20.00,20.10,141.50
9301,20.00,20.20,143.68
9321,20.00,20.26,145.21
9341,20.00,20.31,146.27
9361,20.00,20.34,147.02
9381,20.00,20.08,165.58
9401,20.00,19.89,161.26
9421,20.00,19.76,158.24
9441,20.00,19.67,156.13
9461,20.00,19.70,148.86
9481,20.00,19.72,149.34
9501,20.00,19.73,149.67
9521,20.00,19.74,149.91
9541,20.00,19.75,150.08
9561,20.00,19.95,137.95
9581,20.00,20.09,141.21
9601,20.00,20.19,143.49
9621,20.00,20.26,145.08
9641,20.00,20.31,146.19
9661,20.00,20.34,146.96
9681,20.00,20.36,147.50
9701,20.00,20.38,147.88
9721,20.00,20.10,166.18
9741,20.00,19.90,162.01
9761,20.00,19.76,158.78
9781,20.00,19.67,156.20
9801,20.00,19.70,148.90
9821,20.00,19.72,149.37
9841,20.00,20.03,131.32
9861,20.00,19.95,154.69
9881,20.00,20.09,141.17
9901,20.00,20.28,137.65
9921,20.00,20.32,146.55
9941,20.00,20.35,147.21
9961,20.00,20.37,147.67
9981,20.00,20.38,147.99
10001,20.00,20.39,148.21
10021,20.00,20.40,148.36
10041,20.00,20.41,148.46
10061,20.00,20.41,148.53
10081,20.00,20.12,166.62
10101,20.00,20.02,156.17
10121,20.00,19.95,154.10
10141,20.00,19.90,152.96
10161,20.00,19.86,152.49
10181,20.00,19.83,151.85
10201,20.00,19.81,151.09
10221,20.00,19.81,150.86
10241,20.00,19.79,151.03
10261,20.00,19.79,150.51
10281,20.00,19.79,150.46
10301,20.00,20.07,132.71
10321,20.00,20.27,137.28
10341,20.00,20.41,140.15
10361,20.00,20.51,142.47
10381,20.00,20.58,144.40
10401,20.00,20.62,145.45
10421,20.00,20.65,146.17
10441,20.00,20.29,170.52
10461,20.00,20.04,164.68
10481,20.00,19.87,160.60
10501,20.00,19.84,151.95
10521,20.00,19.81,151.46
10541,20.00,19.80,151.12
10561,20.00,19.79,150.88
10581,20.00,19.78,150.72
10601,20.00,19.68,156.40
10621,20.00,19.62,154.82
10641,20.00,19.86,135.67
10661,20.00,20.02,139.58
10681,20.00,20.14,142.32
10701,20.00,20.22,144.23
10721,20.00,20.28,145.56
10741,20.00,20.32,146.49
10761,20.00,20.35,147.14
10781,20.00,20.37,147.59
10801,20.00,20.39,147.90
10821,20.00,20.39,148.12
10841,20.00,20.40,148.27
10861,20.00,20.41,148.37
10881,20.00,20.41,148.43
10901,20.00,20.41,148.48
10921,20.00,20.41,148.50
10941,20.00,20.13,166.57
10961,20.00,19.92,161.90
10981,20.00,19.78,158.63
11001,20.00,19.69,156.35
11021,20.00,19.62,154.76
11041,20.00,19.86,135.60
11061,20.00,20.02,139.50
11081,20.00,20.14,142.23
11101,20.00,20.23,144.14
11121,20.00,20.28,145.48
11141,20.00,20.32,146.40
11161,20.00,20.35,147.05
11181,20.00,20.37,147.50
11201,20.00,20.39,147.81
11221,20.00,19.62,196.70
11241,20.00,19.57,153.61
11261,20.00,19.53,152.84
11281,20.00,19.51,152.30
11301,20.00,19.78,134.20
11321,20.00,19.96,138.54
11341,20.00,20.10,141.25
11361,20.00,20.20,143.45
11381,20.00,20.26,144.99
11401,20.00,20.40,140.27
11421,20.00,20.50,142.20
11441,20.00,20.58,143.85
11461,20.00,20.63,145.00
11481,20.00,20.66,146.13
11501,20.00,20.68,146.60
