Tiempo(ms),Setpoint(cm),Altura(cm),PWM
18641,10.00,10.31,121.17
18661,10.00,10.29,120.70
18681,10.00,10.28,120.37
18701,10.00,10.27,120.14
18721,10.00,10.26,119.97
18741,10.00,10.26,119.86
18761,10.00,10.25,119.77
18781,10.00,10.25,119.71
18801,10.00,10.25,119.67
18821,10.00,10.16,125.44
18841,10.00,10.09,123.91
18861,10.00,10.04,122.84
18881,10.00,10.10,116.29
18901,10.00,10.15,117.27
18921,10.00,10.18,117.95
18941,10.00,10.20,118.43
18961,10.00,10.21,118.76
18981,10.00,10.22,118.99
19001,10.00,10.14,124.95
19021,10.00,10.07,123.88
19041,10.00,10.03,122.82
19061,10.00,9.99,122.08
19081,10.00,9.97,121.57
19101,10.00,9.96,121.20
19121,10.00,9.94,120.95
19141,10.00,9.94,120.77
19161,10.00,9.93,120.65
19181,10.00,9.93,120.57
19201,10.00,9.93,120.51
19221,10.00,9.92,120.47
19241,10.00,9.92,120.44
19261,10.00,9.92,120.42
19281,10.00,9.92,120.41
19301,10.00,9.92,120.40
19321,10.00,9.92,120.39
19341,10.00,9.92,120.39
19361,10.00,9.92,120.39
19381,10.00,9.92,120.39
19401,10.00,9.92,120.39
19421,10.00,9.92,120.39
19441,10.00,9.92,120.07
19461,10.00,10.02,114.35
19481,10.00,10.09,115.92
19501,10.00,10.14,117.01
19521,10.00,10.17,117.77
19541,10.00,10.19,118.30
19561,10.00,10.21,118.68
19581,10.00,10.22,118.93
19601,10.00,10.23,119.11
19621,10.00,10.24,118.91
19641,10.00,10.24,119.40
19661,10.00,10.24,119.43
19681,10.00,10.24,119.45
19701,10.00,10.24,119.47
19721,10.00,9.95,137.84
19741,10.00,9.75,133.09
19761,10.00,9.60,129.76
19781,10.00,9.50,127.44
19801,10.00,9.43,125.82
19821,10.00,9.68,106.32
19841,10.00,9.85,110.30
19861,10.00,9.97,113.08
19881,10.00,9.96,120.83
19901,10.00,9.95,121.00
19921,10.00,9.94,120.82
19941,10.00,9.93,120.69
19961,10.00,9.93,120.60
19981,10.00,10.02,114.42
20001,10.00,10.09,115.96
20021,10.00,10.14,117.04
20041,10.00,10.17,117.80
20061,10.00,10.19,118.32
20081,10.00,9.91,137.06
20101,10.00,9.72,132.55
20121,10.00,9.58,129.40
20141,10.00,9.49,127.20
20161,10.00,9.42,125.67
20181,10.00,9.67,106.23
20201,10.00,9.84,110.25
20221,10.00,9.96,113.06
20241,10.00,9.95,121.15
20261,10.00,9.94,120.94
20281,10.00,9.93,120.79
20301,10.00,9.93,120.69
20321,10.00,9.93,120.62
20341,10.00,9.92,120.57
20361,10.00,9.92,120.54
20381,10.00,9.92,120.51
20401,10.00,9.92,120.50
20421,10.00,9.92,120.49
20441,10.00,9.92,120.48
20461,10.00,9.92,120.48
20481,10.00,9.92,120.47
20501,10.00,10.02,114.35
20521,10.00,10.09,115.94
20541,10.00,10.13,117.05
20561,10.00,10.17,117.82
20581,10.00,10.19,118.36
20601,10.00,10.21,118.74
20621,10.00,10.22,119.00
20641,10.00,10.23,119.18
20661,10.00,9.94,137.35
20681,10.00,9.74,133.08
20701,10.00,9.60,129.79
20721,10.00,9.50,127.49
20741,10.00,9.43,125.89
20761,10.00,9.67,106.40
20781,10.00,9.85,110.38
20801,10.00,9.97,113.17
20821,10.00,9.95,121.25
20841,10.00,9.94,121.02
20861,10.00,9.94,120.86
20881,10.00,9.93,120.76
20901,10.00,9.93,120.68
20921,10.00,9.92,120.63
20941,10.00,9.92,120.59
20961,10.00,9.92,120.57
20981,10.00,9.92,120.55
21001,10.00,10.02,114.42
21021,10.00,10.09,116.00
21041,10.00,10.13,117.10
21061,10.00,10.17,117.87
21081,10.00,10.19,118.41
21101,10.00,10.21,118.78
21121,10.00,10.22,119.04
21141,10.00,10.23,119.22
21161,10.00,10.23,119.35
21181,10.00,10.24,119.43
21201,10.00,9.95,137.86
21221,10.00,9.74,133.14
21241,10.00,9.60,129.84
21261,10.00,9.50,127.53
21281,10.00,9.43,125.93
21301,10.00,9.38,124.81
21321,10.00,9.54,111.78
21341,10.00,9.75,108.29
21361,10.00,9.90,111.73
21381,10.00,9.91,120.25
21401,10.00,9.91,120.34
21421,10.00,10.01,114.28
21441,10.00,10.08,115.92
21461,10.00,10.13,117.06
21481,10.00,10.17,117.86
21501,10.00,10.19,118.41
21521,10.00,10.21,118.80
21541,10.00,10.22,119.07
21561,10.00,9.93,137.63
21581,10.00,9.73,132.99
21601,10.00,9.59,129.76
21621,10.00,9.49,127.49
21641,10.00,9.43,125.92
21661,10.00,9.38,124.82
21681,10.00,9.35,123.74
21701,10.00,9.33,123.29
21721,10.00,9.51,111.06
21741,10.00,9.63,113.94
21761,10.00,9.82,109.84
21781,10.00,9.94,112.84
21801,10.00,10.36,94.63
21821,10.00,10.65,101.36
21841,10.00,10.85,106.06
21861,10.00,10.67,129.65
21881,10.00,10.45,132.79
21901,10.00,10.29,129.12
21921,10.00,9.98,138.80
21941,10.00,9.77,133.82
21961,10.00,9.62,130.35
21981,10.00,9.51,127.92
22001,10.00,9.44,126.23
22021,10.00,9.39,125.05
22041,10.00,9.64,105.86
22061,10.00,9.82,110.05
22081,10.00,9.95,112.98
22101,10.00,10.04,115.04
22121,10.00,10.32,102.93
22141,10.00,10.62,101.00
22161,10.00,10.83,105.50
22181,10.00,10.97,109.27
22201,10.00,10.97,118.03
22221,10.00,10.75,131.51
22241,10.00,10.50,134.08
22261,10.00,10.33,130.00
22281,10.00,10.01,139.07
22301,10.00,9.80,133.98
22321,10.00,9.64,130.43
22341,10.00,9.53,127.94
22361,10.00,9.75,108.16
22381,10.00,9.90,111.63
22401,10.00,9.90,120.18
22421,10.00,10.01,114.17
22441,10.00,10.08,115.83
22461,10.00,10.34,103.46
22481,10.00,10.53,107.78
22501,10.00,10.66,110.80
22521,10.00,10.75,112.90
22541,10.00,10.82,114.37
22561,10.00,10.86,115.39
22581,10.00,10.68,129.63
22601,10.00,10.45,132.73
22621,10.00,10.29,129.03
22641,10.00,10.08,132.56
22661,10.00,9.93,129.15
22681,10.00,9.73,132.90
22701,10.00,9.59,129.65
22721,10.00,9.59,121.26
22741,10.00,9.50,127.39
22761,10.00,9.43,125.81
22781,10.00,9.67,106.34
22801,10.00,9.84,110.33
22821,10.00,9.96,113.13
22841,10.00,10.05,115.09
22861,10.00,10.11,116.45
22881,10.00,10.15,117.41
22901,10.00,10.18,118.07
22921,10.00,10.20,118.54
22941,10.00,10.21,118.86
22961,10.00,10.22,119.09
22981,10.00,9.94,137.29
23001,10.00,9.74,132.72
23021,10.00,9.61,129.52
23041,10.00,9.51,127.29
23061,10.00,9.44,126.06
23081,10.00,9.39,124.89
23101,10.00,9.45,117.96
23121,10.00,9.49,118.98
23141,10.00,9.62,113.58
23161,10.00,9.71,115.68
23181,10.00,9.77,117.14
23201,10.00,9.82,118.17
23221,10.00,9.85,118.89
23241,10.00,9.87,119.39
23261,10.00,9.98,113.62
23281,10.00,10.06,115.46
23301,10.00,10.12,116.74
23321,10.00,10.16,117.64
23341,10.00,10.18,118.26
23361,10.00,10.20,118.70
23381,10.00,10.21,119.00
23401,10.00,9.93,137.58
23421,10.00,9.73,132.97
23441,10.00,9.59,129.74
23461,10.00,9.49,127.49
23481,10.00,9.72,107.55
23501,10.00,9.88,111.22
23521,10.00,9.99,113.78
23541,10.00,10.07,115.58
23561,10.00,10.12,116.83
23581,10.00,10.06,123.83
23601,10.00,10.12,116.73
23621,10.00,10.15,117.63
23641,10.00,10.18,118.26
23661,10.00,9.91,137.08
23681,10.00,9.71,132.62
23701,10.00,9.58,129.51
23721,10.00,9.49,127.33
23741,10.00,9.42,125.82
23761,10.00,9.38,124.44
23781,10.00,9.64,105.74
23801,10.00,9.82,109.97
23821,10.00,9.95,112.93
23841,10.00,10.04,115.00
23861,10.00,10.10,116.45
23881,10.00,10.05,123.58
23901,10.00,10.11,116.57
23921,10.00,10.15,117.54
23941,10.00,10.08,124.35
23961,10.00,10.03,123.23
23981,10.00,9.80,134.70
24001,10.00,9.64,130.98
24021,10.00,9.53,128.38
24041,10.00,9.45,126.57
24061,10.00,9.39,125.30
24081,10.00,9.36,124.43
24101,10.00,9.33,123.82
24121,10.00,9.51,111.15
24141,10.00,9.63,114.03
24161,10.00,9.72,116.05
24181,10.00,9.78,117.47
24201,10.00,9.82,118.46
24221,10.00,9.85,119.16
24241,10.00,10.29,93.54
24261,10.00,10.60,100.64
24281,10.00,10.81,105.61
24301,10.00,10.96,109.07
24321,10.00,10.75,131.47
24341,10.00,10.50,134.10
24361,10.00,10.23,136.18
24381,10.00,10.04,131.77
24401,10.00,9.90,128.68
24421,10.00,9.81,126.53
24441,10.00,9.74,125.02
24461,10.00,9.70,123.97
24481,10.00,9.67,123.24
24501,10.00,9.64,122.73
24521,10.00,9.63,122.37
24541,10.00,9.53,127.93
24561,10.00,9.45,126.26
24581,10.00,9.40,125.09
24601,10.00,9.56,112.04
24621,10.00,9.67,114.65
24641,10.00,9.75,116.48
24661,10.00,9.81,117.76
24681,10.00,9.84,118.98
24701,10.00,9.86,119.53
24721,10.00,9.88,119.91
24741,10.00,9.89,120.18
