Tiempo(ms),Setpoint(cm),Altura(cm),PWM
5321,10.00,11.48,123.94
5341,10.00,11.43,122.44
5361,10.00,11.40,121.68
5381,10.00,11.38,121.14
5401,10.00,11.36,120.75
5421,10.00,11.35,120.47
5441,10.00,11.24,127.03
5461,10.00,11.16,125.12
5481,10.00,11.10,123.77
5501,10.00,11.48,96.72
5521,10.00,11.74,102.81
5541,10.00,11.93,106.74
5561,10.00,12.07,109.78
5581,10.00,12.16,111.88
5601,10.00,12.22,113.34
5621,10.00,12.06,127.56
5641,10.00,11.94,124.82
5661,10.00,11.86,122.88
5681,10.00,11.70,127.96
5701,10.00,11.38,138.54
5721,10.00,11.15,133.25
5741,10.00,10.99,129.55
5761,10.00,10.88,126.95
5781,10.00,10.80,125.13
5801,10.00,10.75,123.85
5821,10.00,10.71,122.95
5841,10.00,10.69,122.31
5861,10.00,10.98,102.20
5881,10.00,11.19,106.98
5901,10.00,11.33,110.31
5921,10.00,11.44,112.63
5941,10.00,11.51,114.24
5961,10.00,11.56,115.35
5981,10.00,11.59,116.12
6001,10.00,11.61,116.64
6021,10.00,11.63,116.99
6041,10.00,11.75,110.78
6061,10.00,11.83,112.60
6081,10.00,11.88,113.86
6101,10.00,11.51,140.84
6121,10.00,11.24,134.66
6141,10.00,10.95,137.10
6161,10.00,10.85,125.54
6181,10.00,10.78,123.94
6201,10.00,10.73,123.14
6221,10.00,10.70,121.94
6241,10.00,10.68,121.41
6261,10.00,10.66,121.03
6281,10.00,10.64,121.08
6301,10.00,10.95,100.82
6321,10.00,11.07,112.25
6341,10.00,11.14,114.05
6361,10.00,11.20,115.30
6381,10.00,11.24,116.17
6401,10.00,11.27,116.76
6421,10.00,11.39,110.72
6441,10.00,11.47,112.67
6461,10.00,11.53,114.02
6481,10.00,11.26,134.61
6501,10.00,11.07,130.15
6521,10.00,10.94,127.03
6541,10.00,10.94,118.39
6561,10.00,10.95,118.52
6581,10.00,10.96,118.60
6601,10.00,10.96,118.65
6621,10.00,10.96,118.68
6641,10.00,10.96,118.70
6661,10.00,10.86,125.14
6681,10.00,10.79,123.46
6701,10.00,10.74,122.29
6721,10.00,10.71,121.46
6741,10.00,10.68,120.87
6761,10.00,10.66,120.45
6781,10.00,10.54,127.25
6801,10.00,10.45,125.20
6821,10.00,10.39,123.76
6841,10.00,10.35,122.76
6861,10.00,10.74,95.30
6881,10.00,11.02,101.73
6901,10.00,11.22,106.23
6921,10.00,11.35,109.36
6941,10.00,11.45,111.54
6961,10.00,11.52,113.05
6981,10.00,11.56,114.10
7001,10.00,11.60,114.81
7021,10.00,11.41,128.52
7041,10.00,11.28,125.42
7061,10.00,11.18,123.25
7081,10.00,11.22,115.28
7101,10.00,11.25,115.87
7121,10.00,11.27,116.27
7141,10.00,10.96,136.53
7161,10.00,10.75,131.53
7181,10.00,10.60,128.03
7201,10.00,10.49,125.58
7221,10.00,10.42,123.86
7241,10.00,10.37,122.65
7261,10.00,10.33,121.81
7281,10.00,10.63,100.91
7301,10.00,10.84,105.75
7321,10.00,10.99,109.14
7341,10.00,10.98,118.26
7361,10.00,10.98,118.15
7381,10.00,10.87,124.50
7401,10.00,10.80,122.76
7421,10.00,10.74,121.54
7441,10.00,10.81,114.23
7461,10.00,10.86,115.30
7481,10.00,10.89,116.03
7501,10.00,10.91,116.54
7521,10.00,10.93,116.89
7541,10.00,11.05,110.36
7561,10.00,11.13,112.27
7581,10.00,11.19,113.60
7601,10.00,11.23,114.52
7621,10.00,11.26,115.15
7641,10.00,11.28,115.58
7661,10.00,11.40,109.43
7681,10.00,11.48,111.30
7701,10.00,11.54,112.59
7721,10.00,11.58,113.48
7741,10.00,11.18,140.84
7761,10.00,10.90,134.32
7781,10.00,10.70,129.76
7801,10.00,10.57,126.56
7821,10.00,10.47,124.32
7841,10.00,10.40,122.75
7861,10.00,10.36,121.65
7881,10.00,10.33,120.56
7901,10.00,10.31,120.10
7921,10.00,10.29,119.77
7941,10.00,10.29,119.54
7961,10.00,10.59,99.72
7981,10.00,10.81,104.70
8001,10.00,10.96,108.18
8021,10.00,10.97,116.72
8041,10.00,10.97,117.15
8061,10.00,10.97,117.12
8081,10.00,10.97,117.10
8101,10.00,10.97,116.75
8121,10.00,11.08,110.37
8141,10.00,11.15,112.07
8161,10.00,11.21,113.26
8181,10.00,10.92,134.38
8201,10.00,10.72,129.68
8221,10.00,10.58,126.38
8241,10.00,10.58,117.31
8261,10.00,10.59,117.45
8281,10.00,10.60,117.54
8301,10.00,10.50,124.04
8321,10.00,10.42,122.73
8341,10.00,10.37,121.50
8361,10.00,10.34,120.32
8381,10.00,10.74,93.37
8401,10.00,11.02,99.85
8421,10.00,11.21,104.38
8441,10.00,11.35,107.53
8461,10.00,11.45,109.72
8481,10.00,11.41,117.69
8501,10.00,11.39,117.08
8521,10.00,11.16,129.85
8541,10.00,10.99,126.43
8561,10.00,10.88,123.72
8581,10.00,10.80,121.81
8601,10.00,10.74,120.48
8621,10.00,10.70,119.54
8641,10.00,10.27,144.01
8661,10.00,9.97,137.03
8681,10.00,9.76,132.15
8701,10.00,9.90,110.36
8721,10.00,10.01,112.74
8741,10.00,10.19,107.64
8761,10.00,10.53,97.02
8781,10.00,10.77,102.56
8801,10.00,10.94,106.43
8821,10.00,11.05,109.13
8841,10.00,11.14,111.01
8861,10.00,11.19,112.64
8881,10.00,10.91,133.44
8901,10.00,10.71,128.83
8921,10.00,10.57,125.59
8941,10.00,10.69,109.79
8961,10.00,10.78,111.39
8981,10.00,10.94,106.69
9001,10.00,11.05,109.26
9021,10.00,11.13,110.73
9041,10.00,11.19,112.06
9061,10.00,11.23,112.98
9081,10.00,11.26,113.93
9101,10.00,11.27,114.28
9121,10.00,10.87,140.62
9141,10.00,10.58,134.01
9161,10.00,10.38,129.38
9181,10.00,10.24,126.14
9201,10.00,10.24,117.75
9221,10.00,10.25,117.43
9241,10.00,10.25,117.83
9261,10.00,10.25,117.48
9281,10.00,10.47,104.33
9301,10.00,10.62,107.80
9321,10.00,10.72,110.22
9341,10.00,10.80,111.90
9361,10.00,10.74,119.52
9381,10.00,10.71,118.66
9401,10.00,10.68,118.06
9421,10.00,10.77,111.18
9441,10.00,10.83,112.55
9461,10.00,10.87,113.50
9481,10.00,10.90,114.16
9501,10.00,10.92,114.61
9521,10.00,10.72,128.45
9541,10.00,10.58,125.15
9561,10.00,10.48,122.84
9581,10.00,10.41,121.22
9601,10.00,10.36,120.08
9621,10.00,10.32,119.29
9641,10.00,10.30,118.73
9661,10.00,10.28,118.33
9681,10.00,10.27,118.06
9701,10.00,10.26,117.86
9721,10.00,10.17,123.52
9741,10.00,10.10,121.92
9761,10.00,10.05,120.80
9781,10.00,10.43,94.23
9801,10.00,10.69,100.36
9821,10.00,10.88,104.32
9841,10.00,11.02,107.40
9861,10.00,11.11,109.54
9881,10.00,11.18,111.02
9901,10.00,10.90,132.36
9921,10.00,10.70,127.81
9941,10.00,10.47,130.74
9961,10.00,10.21,132.72
9981,10.00,10.03,128.55
10001,10.00,9.90,125.63
10021,10.00,10.22,98.12
10041,10.00,10.45,103.30
10061,10.00,10.60,106.91
10081,10.00,10.61,115.88
10101,10.00,10.50,123.05
10121,10.00,10.42,121.27
10141,10.00,10.37,120.02
10161,10.00,10.33,119.15
10181,10.00,10.31,118.53
10201,10.00,10.29,118.10
10221,10.00,10.28,117.80
10241,10.00,10.27,117.58
10261,10.00,10.26,117.43
10281,10.00,10.26,117.32
10301,10.00,10.25,117.24
10321,10.00,10.25,117.18
10341,10.00,10.25,117.14
10361,10.00,10.25,117.11
10381,10.00,10.25,117.09
10401,10.00,10.25,117.07
10421,10.00,10.25,117.05
10441,10.00,10.25,117.04
10461,10.00,10.25,117.03
10481,10.00,10.25,117.02
10501,10.00,10.25,117.01
10521,10.00,10.25,117.01
10541,10.00,10.25,117.00
10561,10.00,10.25,116.99
10581,10.00,10.25,116.99
10601,10.00,10.25,116.98
10621,10.00,10.25,116.97
10641,10.00,10.25,116.97
10661,10.00,10.25,116.96
10681,10.00,10.25,116.95
10701,10.00,10.25,116.95
10721,10.00,10.25,116.94
10741,10.00,9.96,134.98
10761,10.00,10.04,112.25
10781,10.00,10.21,106.88
10801,10.00,9.93,134.76
10821,10.00,9.73,130.15
10841,10.00,9.59,126.94
10861,10.00,9.49,124.69
10881,10.00,9.43,123.12
10901,10.00,9.38,121.71
10921,10.00,9.64,102.98
10941,10.00,9.82,107.20
10961,10.00,9.95,110.14
10981,10.00,10.04,112.20
11001,10.00,10.10,113.64
11021,10.00,10.05,120.77
11041,10.00,10.01,119.89
11061,10.00,9.98,119.27
11081,10.00,9.96,118.84
11101,10.00,9.95,118.53
11121,10.00,10.04,112.20
11141,10.00,10.10,113.64
11161,10.00,10.14,114.65
11181,10.00,9.89,133.40
11201,10.00,9.71,129.21
11221,10.00,9.58,126.28
11241,10.00,9.78,106.19
11261,10.00,9.92,109.45
11281,10.00,10.02,111.72
11301,10.00,10.09,113.31
11321,10.00,10.13,114.42
11341,10.00,10.17,115.20
11361,10.00,10.19,115.74
11381,10.00,10.21,116.12
11401,10.00,10.22,116.38
11421,10.00,10.23,116.56
11441,10.00,10.23,116.69
11461,10.00,10.24,116.77
11481,10.00,10.24,116.83
11501,10.00,10.24,116.87
11521,10.00,10.24,116.90
11541,10.00,10.36,109.82
11561,10.00,10.44,111.67
11581,10.00,10.60,106.51
11601,10.00,10.71,109.08
11621,10.00,10.79,110.87
11641,10.00,10.53,131.77
11661,10.00,10.35,127.22
11681,10.00,10.22,124.66
11701,10.00,10.03,128.69
11721,10.00,9.70,137.88
11741,10.00,9.47,132.57
11761,10.00,9.31,128.86
11781,10.00,9.20,126.28
11801,10.00,9.12,124.47
11821,10.00,9.26,110.97
11841,10.00,9.36,113.28
11861,10.00,9.43,114.89
11881,10.00,9.39,121.83
11901,10.00,9.36,121.12
11921,10.00,9.33,120.63
11941,10.00,9.61,102.25
11961,10.00,9.80,106.70
11981,10.00,9.93,109.81
12001,10.00,10.03,111.98
12021,10.00,10.09,113.51
12041,10.00,10.14,114.57
12061,10.00,10.17,115.31
12081,10.00,10.00,128.08
12101,10.00,9.88,125.26
12121,10.00,9.79,123.30
12141,10.00,9.73,121.92
12161,10.00,9.79,114.84
12181,10.00,9.83,115.76
12201,10.00,9.85,116.40
12221,10.00,9.87,116.86
12241,10.00,9.89,117.17
12261,10.00,9.90,117.40
12281,10.00,9.90,117.55
12301,10.00,9.91,117.66
12321,10.00,9.81,123.86
12341,10.00,9.75,122.33
12361,10.00,9.60,127.39
12381,10.00,9.50,125.05
12401,10.00,9.43,123.43
12421,10.00,9.38,122.29
12441,10.00,9.35,121.51
12461,10.00,9.62,102.59
12481,10.00,9.81,106.97
12501,10.00,9.94,110.04
12521,10.00,10.03,112.19
12541,10.00,10.09,113.69
12561,10.00,9.85,132.78
12581,10.00,9.68,129.16
12601,10.00,9.55,126.32
12621,10.00,9.47,124.34
12641,10.00,9.41,122.96
12661,10.00,9.36,121.99
12681,10.00,9.34,121.33
12701,10.00,9.31,120.86
12721,10.00,9.30,120.55
12741,10.00,9.29,120.33
12761,10.00,9.29,119.86
12781,10.00,9.28,120.17
12801,10.00,9.57,101.71
12821,10.00,9.77,106.42
12841,10.00,9.91,109.71
12861,10.00,10.01,112.02
12881,10.00,10.08,113.63
12901,10.00,10.13,114.75
12921,10.00,9.98,127.46
12941,10.00,9.86,125.24
12961,10.00,9.78,123.38
12981,10.00,9.72,122.08
13001,10.00,9.69,120.85
13021,10.00,9.67,120.31
13041,10.00,9.75,113.80
13061,10.00,9.80,115.13
13081,10.00,9.75,122.18
13101,10.00,9.70,121.56
13121,10.00,9.67,120.83
13141,10.00,9.65,120.31
13161,10.00,9.63,119.96
13181,10.00,9.52,125.83
13201,10.00,9.44,124.08
13221,10.00,9.39,122.86
13241,10.00,9.35,122.00
13261,10.00,9.33,121.41
13281,10.00,9.31,121.01
13301,10.00,9.30,120.73
13321,10.00,9.29,120.54
13341,10.00,9.28,120.41
13361,10.00,9.57,101.96
13381,10.00,9.77,106.67
13401,10.00,9.91,109.96
13421,10.00,10.01,112.26
13441,10.00,10.08,113.88
13461,10.00,10.13,115.00
13481,10.00,9.97,128.04
13501,10.00,9.86,125.41
13521,10.00,9.68,129.70
13541,10.00,9.65,120.71
13561,10.00,9.64,120.29
13581,10.00,9.43,132.25
13601,10.00,9.28,128.88
13621,10.00,9.18,126.53
13641,10.00,9.11,124.89
13661,10.00,9.15,117.63
13681,10.00,9.19,118.42
13701,10.00,9.21,118.99
13721,10.00,9.23,119.39
13741,10.00,9.24,119.68
13761,10.00,9.44,107.63
13781,10.00,9.59,110.96
13801,10.00,9.69,113.29
13821,10.00,9.76,114.92
13841,10.00,9.81,116.06
13861,10.00,9.84,116.86
13881,10.00,9.96,111.29
13901,10.00,10.05,113.27
13921,10.00,10.11,114.66
13941,10.00,10.15,115.63
13961,10.00,9.98,128.55
13981,10.00,9.86,125.84
14001,10.00,9.78,123.96
14021,10.00,9.73,122.64
14041,10.00,9.69,121.72
14061,10.00,9.66,121.07
14081,10.00,9.64,120.63
14101,10.00,9.62,120.32
14121,10.00,9.62,119.78
14141,10.00,9.62,119.72
14161,10.00,9.62,119.68
14181,10.00,9.61,119.66
14201,10.00,9.61,119.64
14221,10.00,9.61,119.63
14241,10.00,9.92,100.62
14261,10.00,9.82,124.56
14281,10.00,9.66,129.53
14301,10.00,9.54,126.50
14321,10.00,9.46,125.02
14341,10.00,9.40,123.68
14361,10.00,9.36,122.74
14381,10.00,9.34,121.77
14401,10.00,9.61,103.36
14421,10.00,9.80,107.79
14441,10.00,9.93,110.89
14461,10.00,10.03,113.05
14481,10.00,10.09,114.57
14501,10.00,10.14,115.63
14521,10.00,10.17,116.37
14541,10.00,10.19,116.88
14561,10.00,10.01,129.49
14581,10.00,9.89,126.56
14601,10.00,9.80,124.52
14621,10.00,9.74,123.09
14641,10.00,9.79,115.97
14661,10.00,9.83,116.86
14681,10.00,9.86,117.49
14701,10.00,9.88,117.93
14721,10.00,9.89,118.24
14741,10.00,9.90,118.45
14761,10.00,9.90,118.60
14781,10.00,9.91,118.71
14801,10.00,9.91,118.79
14821,10.00,9.91,118.84
14841,10.00,9.92,118.88
14861,10.00,9.92,118.90
14881,10.00,9.92,118.92
14901,10.00,9.92,118.94
14921,10.00,9.92,118.95
14941,10.00,9.92,118.96
14961,10.00,9.92,118.96
14981,10.00,9.92,118.97
15001,10.00,9.92,118.97
15021,10.00,9.92,118.98
15041,10.00,9.92,118.98
15061,10.00,9.92,118.98
15081,10.00,9.92,118.99
15101,10.00,9.92,118.99
15121,10.00,9.92,118.99
15141,10.00,9.92,118.99
15161,10.00,9.83,124.80
15181,10.00,9.76,123.62
15201,10.00,9.71,122.49
15221,10.00,9.67,121.70
15241,10.00,9.65,121.15
15261,10.00,9.63,120.77
15281,10.00,9.62,120.50
15301,10.00,9.61,120.32
15321,10.00,9.51,126.32
15341,10.00,9.44,124.65
15361,10.00,9.38,123.49
15381,10.00,9.35,122.68
15401,10.00,9.32,122.12
15421,10.00,9.60,103.36
15441,10.00,9.79,107.86
15461,10.00,9.93,111.00
15481,10.00,10.02,113.20
15501,10.00,10.09,114.74
15521,10.00,10.14,115.81
15541,10.00,9.88,134.61
15561,10.00,9.70,130.46
15581,10.00,9.58,127.56
15601,10.00,9.58,119.73
15621,10.00,9.58,119.82
15641,10.00,9.59,119.89
15661,10.00,9.59,119.94
15681,10.00,9.59,119.97
15701,10.00,9.59,120.00
15721,10.00,9.59,120.03
15741,10.00,9.59,120.05
15761,10.00,9.59,120.07
15781,10.00,9.59,120.08
15801,10.00,9.59,120.09
15821,10.00,9.59,120.11
15841,10.00,9.59,120.12
15861,10.00,9.59,120.13
15881,10.00,9.59,120.14
15901,10.00,9.60,119.83
15921,10.00,9.60,119.93
15941,10.00,9.60,120.00
15961,10.00,9.90,101.35
15981,10.00,9.72,131.05
16001,10.00,9.58,128.36
16021,10.00,9.49,126.17
16041,10.00,9.42,124.64
16061,10.00,9.37,123.58
16081,10.00,9.34,122.84
16101,10.00,9.32,122.33
16121,10.00,9.30,121.97
16141,10.00,9.29,121.73
16161,10.00,9.58,103.20
16181,10.00,9.78,107.85
16201,10.00,9.92,111.11
16221,10.00,10.02,113.39
16241,10.00,10.09,114.98
16261,10.00,10.13,116.09
16281,10.00,10.17,116.87
16301,10.00,10.19,117.41
16321,10.00,9.91,136.16
16341,10.00,9.72,131.66
16361,10.00,9.68,122.39
16381,10.00,9.65,121.78
16401,10.00,9.64,121.36
16421,10.00,9.62,121.07
16441,10.00,9.61,120.87
16461,10.00,9.61,120.73
16481,10.00,9.51,126.44
16501,10.00,9.44,124.87
16521,10.00,9.39,124.10
16541,10.00,9.35,123.26
16561,10.00,9.33,122.68
16581,10.00,9.31,121.95
16601,10.00,9.59,103.71
16621,10.00,9.79,108.26
16641,10.00,9.93,111.44
16661,10.00,10.02,113.67
16681,10.00,10.09,115.22
16701,10.00,9.94,128.56
16721,10.00,9.84,126.14
16741,10.00,9.76,124.46
16761,10.00,9.71,123.28
16781,10.00,9.68,122.46
16801,10.00,9.65,121.89
16821,10.00,9.63,121.49
16841,10.00,9.62,121.21
16861,10.00,9.61,121.02
16881,10.00,9.61,120.89
16901,10.00,9.60,120.81
16921,10.00,9.60,120.75
16941,10.00,9.60,120.71
16961,10.00,9.60,120.69
16981,10.00,9.60,120.68
17001,10.00,9.50,126.79
17021,10.00,9.43,125.21
17041,10.00,9.38,124.10
17061,10.00,9.35,123.33
17081,10.00,9.32,122.80
17101,10.00,9.31,122.43
17121,10.00,9.29,122.18
17141,10.00,9.29,122.01
17161,10.00,9.28,121.90
17181,10.00,9.28,121.82
17201,10.00,9.27,121.78
17221,10.00,9.28,121.43
17241,10.00,9.57,103.45
17261,10.00,9.77,108.19
17281,10.00,9.91,111.50
17301,10.00,10.01,113.81
17321,10.00,10.08,115.43
17341,10.00,10.13,116.56
17361,10.00,10.17,117.35
17381,10.00,10.19,117.90
17401,10.00,9.92,136.34
17421,10.00,9.72,132.25
17441,10.00,9.59,129.08
17461,10.00,9.49,126.55
17481,10.00,9.43,125.09
17501,10.00,9.38,124.40
17521,10.00,9.35,123.61
17541,10.00,9.32,123.07
17561,10.00,9.31,122.69
17581,10.00,9.49,110.18
17601,10.00,9.72,107.06
17621,10.00,9.88,110.75
17641,10.00,9.89,119.45
17661,10.00,9.90,119.67
17681,10.00,9.90,119.82
17701,10.00,9.91,119.93
17721,10.00,9.91,120.00
17741,10.00,9.91,120.05
17761,10.00,9.92,120.09
17781,10.00,9.92,120.12
17801,10.00,9.73,132.06
17821,10.00,9.59,129.31
17841,10.00,9.49,127.08
17861,10.00,9.42,125.52
17881,10.00,9.38,124.44
17901,10.00,9.34,123.69
17921,10.00,9.32,123.17
17941,10.00,9.60,104.44
17961,10.00,9.79,108.95
17981,10.00,9.93,112.11
18001,10.00,10.02,114.32
18021,10.00,10.09,115.86
18041,10.00,10.14,116.94
18061,10.00,10.17,117.70
18081,10.00,10.19,118.22
18101,10.00,9.91,136.96
18121,10.00,9.72,132.45
18141,10.00,9.58,129.30
18161,10.00,9.49,127.10
18181,10.00,9.42,125.57
18201,10.00,9.38,124.50
18221,10.00,9.34,123.76
18241,10.00,9.32,123.25
18261,10.00,9.30,122.89
18281,10.00,9.49,110.41
18301,10.00,9.62,113.42
18321,10.00,9.71,115.52
18341,10.00,9.77,117.00
18361,10.00,9.82,118.04
18381,10.00,9.85,118.76
18401,10.00,9.87,119.27
18421,10.00,9.88,119.62
18441,10.00,9.89,119.87
18461,10.00,9.90,120.05
18481,10.00,9.91,120.17
18501,10.00,9.91,120.26
18521,10.00,9.91,120.32
18541,10.00,9.92,120.36
18561,10.00,9.92,120.07
18581,10.00,9.93,120.18
18601,10.00,9.92,120.58
18621,10.00,10.34,94.44
