Tiempo(ms),Setpoint(cm),Altura(cm),PWM
18561,15.00,7.88,203.35
18581,15.00,7.78,182.40
18601,15.00,7.72,167.12
18621,15.00,7.69,158.00
18641,15.00,7.54,205.60
18661,15.00,7.44,181.97
18681,15.00,7.78,110.00
18701,15.00,7.98,110.00
18721,15.00,8.10,110.00
18741,15.00,8.18,110.00
18761,15.00,8.23,122.23
18781,15.00,8.26,129.81
18801,15.00,8.27,137.20
18821,15.00,8.28,138.92
18841,15.00,8.02,220.00
18861,15.00,7.87,205.78
18881,15.00,7.90,128.71
18901,15.00,7.93,134.75
18921,15.00,7.94,138.42
18941,15.00,7.95,140.67
18961,15.00,8.08,110.00
18981,15.00,8.30,110.00
19001,15.00,7.90,220.00
19021,15.00,7.79,187.82
19041,15.00,7.73,171.27
19061,15.00,7.69,161.39
19081,15.00,7.67,155.51
19101,15.00,7.65,152.03
19121,15.00,7.65,149.99
19141,15.00,7.90,110.00
19161,15.00,8.06,110.00
19181,15.00,8.28,110.00
19201,15.00,8.41,110.00
19221,15.00,8.49,110.05
19241,15.00,8.54,122.70
19261,15.00,12.01,110.00
19281,15.00,14.09,110.00
19301,15.00,11.90,220.00
19321,15.00,10.19,220.00
19341,15.00,9.56,220.00
19361,15.00,8.66,220.00
19381,15.00,8.12,220.00
19401,15.00,7.79,220.00
19421,15.00,7.60,220.00
19441,15.00,7.48,195.13
19461,15.00,7.41,176.98
19481,15.00,7.50,113.13
19501,15.00,7.68,110.00
19521,15.00,7.80,110.00
19541,15.00,7.73,173.30
19561,15.00,7.82,110.31
19581,15.00,7.88,124.80
19601,15.00,7.91,133.54
19621,15.00,7.94,136.04
19641,15.00,7.95,140.33
19661,15.00,7.96,142.95
19681,15.00,7.97,144.57
19701,15.00,8.36,110.00
19721,15.00,8.73,110.00
19741,15.00,8.95,110.00
19761,15.00,9.90,110.00
19781,15.00,10.75,110.00
19801,15.00,11.68,110.00
19821,15.00,12.24,110.00
19841,15.00,12.58,110.00
19861,15.00,11.25,220.00
19881,15.00,9.41,220.00
19901,15.00,8.31,220.00
19921,15.00,7.13,220.00
19941,15.00,6.28,220.00
19961,15.00,5.78,220.00
19981,15.00,5.48,220.00
20001,15.00,5.56,127.44
20021,15.00,5.87,110.00
20041,15.00,6.19,110.00
20061,15.00,6.51,110.00
20081,15.00,7.35,110.00
20101,15.00,7.86,110.00
20121,15.00,8.16,110.00
20141,15.00,8.34,110.00
20161,15.00,8.19,208.11
20181,15.00,8.10,184.40
20201,15.00,7.79,220.00
20221,15.00,7.73,174.90
20241,15.00,7.57,215.58
20261,15.00,7.47,190.56
20281,15.00,7.41,175.59
20301,15.00,7.50,116.44
20321,15.00,7.17,220.00
20341,15.00,7.49,110.00
20361,15.00,7.68,110.00
20381,15.00,7.79,110.00
20401,15.00,7.73,173.23
20421,15.00,7.70,164.70
20441,15.00,7.68,159.62
20461,15.00,7.67,156.62
20481,15.00,7.66,154.87
20501,15.00,7.65,156.66
20521,15.00,7.64,155.03
20541,15.00,7.64,154.10
20561,15.00,7.64,153.59
20581,15.00,7.90,110.00
20601,15.00,8.05,110.00
20621,15.00,8.15,112.50
20641,15.00,8.20,127.23
20661,15.00,8.11,186.34
20681,15.00,8.06,172.37
20701,15.00,8.03,164.03
20721,15.00,8.13,110.00
20741,15.00,8.32,110.00
20761,15.00,8.44,110.00
20781,15.00,8.51,120.78
20801,15.00,8.55,131.76
20821,15.00,9.38,110.00
20841,15.00,8.69,220.00
20861,15.00,8.27,220.00
20881,15.00,7.89,220.00
20901,15.00,7.27,220.00
20921,15.00,6.89,220.00
20941,15.00,6.67,220.00
20961,15.00,6.79,110.00
20981,15.00,7.00,110.00
21001,15.00,7.25,110.00
21021,15.00,7.80,110.00
21041,15.00,8.12,110.00
21061,15.00,8.32,110.00
21081,15.00,8.31,153.20
21101,15.00,8.31,152.35
21121,15.00,8.31,151.88
21141,15.00,8.31,151.65
21161,15.00,8.30,154.34
21181,15.00,8.29,153.25
21201,15.00,8.16,205.65
21221,15.00,7.95,220.00
21241,15.00,7.69,220.00
21261,15.00,7.41,220.00
21281,15.00,7.24,220.00
21301,15.00,7.13,199.59
21321,15.00,7.07,183.68
21341,15.00,7.30,110.00
21361,15.00,7.44,110.00
21381,15.00,7.65,110.00
21401,15.00,7.90,110.00
21421,15.00,8.06,110.00
21441,15.00,8.15,116.50
21461,15.00,8.20,131.00
21481,15.00,8.50,110.00
21501,15.00,8.41,185.88
21521,15.00,8.36,172.76
21541,15.00,8.33,164.93
21561,15.00,8.06,220.00
21581,15.00,7.89,220.00
21601,15.00,7.79,194.24
21621,15.00,7.86,129.21
21641,15.00,7.77,192.74
21661,15.00,7.45,220.00
21681,15.00,7.27,220.00
21701,15.00,7.15,205.74
21721,15.00,7.08,188.10
21741,15.00,6.92,220.00
21761,15.00,7.20,110.00
21781,15.00,7.38,110.00
21801,15.00,7.75,110.00
21821,15.00,7.97,110.00
21841,15.00,8.37,110.00
21861,15.00,8.60,110.00
21881,15.00,9.00,110.00
21901,15.00,10.07,110.00
21921,15.00,10.29,110.00
21941,15.00,10.01,220.00
21961,15.00,9.84,212.25
21981,15.00,9.36,220.00
22001,15.00,9.06,220.00
22021,15.00,8.75,220.00
22041,15.00,8.57,220.00
22061,15.00,8.45,198.27
22081,15.00,8.39,180.96
22101,15.00,8.35,170.61
22121,15.00,8.32,164.45
22141,15.00,8.31,160.79
22161,15.00,8.30,158.64
22181,15.00,8.29,157.39
22201,15.00,8.42,110.00
22221,15.00,8.37,176.73
22241,15.00,8.21,220.00
22261,15.00,8.11,195.89
22281,15.00,8.05,180.70
22301,15.00,8.01,171.63
22321,15.00,8.38,110.00
22341,15.00,8.61,110.00
22361,15.00,8.74,110.00
22381,15.00,8.82,121.09
22401,15.00,8.87,133.71
22421,15.00,9.29,110.00
22441,15.00,9.54,110.00
22461,15.00,9.04,220.00
22481,15.00,8.74,220.00
22501,15.00,8.30,220.00
22521,15.00,8.04,220.00
22541,15.00,7.88,220.00
22561,15.00,7.78,198.94
22581,15.00,7.98,110.00
22601,15.00,8.10,110.00
22621,15.00,8.18,128.53
22641,15.00,8.22,140.03
22661,15.00,8.38,110.00
22681,15.00,8.47,118.59
22701,15.00,8.53,133.41
22721,15.00,8.56,142.34
22741,15.00,8.58,147.74
22761,15.00,8.73,110.00
22781,15.00,8.94,110.00
22801,15.00,9.07,110.00
22821,15.00,9.15,121.71
22841,15.00,9.88,110.00
22861,15.00,12.94,110.00
22881,15.00,11.21,220.00
22901,15.00,9.91,220.00
22921,15.00,8.61,220.00
22941,15.00,7.84,220.00
22961,15.00,7.37,220.00
22981,15.00,7.09,220.00
23001,15.00,6.92,220.00
23021,15.00,6.95,157.04
23041,15.00,6.97,157.98
23061,15.00,7.36,110.00
23081,15.00,7.99,110.00
23101,15.00,8.37,110.00
23121,15.00,8.60,110.00
23141,15.00,8.74,110.00
23161,15.00,10.71,110.00
23181,15.00,9.87,220.00
23201,15.00,9.50,220.00
23221,15.00,9.28,220.00
23241,15.00,9.01,220.00
23261,15.00,8.85,219.26
23281,15.00,8.63,220.00
23301,15.00,8.49,213.23
23321,15.00,8.41,191.69
23341,15.00,8.36,178.82
23361,15.00,8.33,171.13
23381,15.00,8.45,110.75
23401,15.00,8.65,110.00
23421,15.00,8.76,110.00
23441,15.00,8.83,128.43
23461,15.00,9.01,110.00
23481,15.00,8.98,167.72
23501,15.00,9.10,110.00
23521,15.00,9.18,126.18
23541,15.00,9.21,140.29
23561,15.00,9.23,146.05
23581,15.00,10.21,110.00
23601,15.00,9.83,220.00
23621,15.00,9.48,220.00
23641,15.00,9.13,220.00
23661,15.00,8.79,220.00
23681,15.00,8.59,220.00
23701,15.00,8.47,208.07
23721,15.00,8.14,220.00
23741,15.00,7.93,220.00
23761,15.00,7.81,211.62
23781,15.00,7.74,192.93
23801,15.00,7.70,181.76
23821,15.00,7.80,122.09
23841,15.00,8.00,110.00
23861,15.00,8.11,115.90
23881,15.00,8.70,110.00
23901,15.00,9.06,110.00
23921,15.00,9.40,110.00
23941,15.00,9.61,110.00
23961,15.00,9.73,110.00
23981,15.00,9.81,122.97
24001,15.00,9.85,134.67
24021,15.00,9.75,194.73
24041,15.00,9.69,178.58
24061,15.00,9.52,220.00
24081,15.00,9.42,195.66
24101,15.00,9.23,220.00
24121,15.00,8.85,220.00
24141,15.00,8.49,220.00
24161,15.00,8.28,220.00
24181,15.00,8.15,214.30
24201,15.00,8.08,194.37
24221,15.00,8.03,182.45
24241,15.00,8.00,175.34
24261,15.00,7.99,171.13
24281,15.00,8.24,110.00
24301,15.00,8.52,110.00
24321,15.00,8.69,110.00
24341,15.00,9.18,110.00
24361,15.00,9.61,110.00
24381,15.00,10.29,110.00
24401,15.00,11.93,110.00
24421,15.00,11.68,220.00
24441,15.00,11.53,203.05
24461,15.00,11.02,220.00
24481,15.00,10.59,220.00
24501,15.00,10.06,220.00
24521,15.00,9.74,220.00
24541,15.00,9.68,179.01
24561,15.00,9.52,220.00
24581,15.00,9.42,193.90
24601,15.00,9.37,179.44
24621,15.00,9.33,170.79
24641,15.00,9.31,168.44
24661,15.00,9.30,161.52
24681,15.00,9.42,110.00
24701,15.00,9.49,128.49
24721,15.00,9.79,110.00
24741,15.00,10.12,110.00
24761,15.00,10.46,110.00
24781,15.00,11.08,110.00
24801,15.00,11.32,110.00
24821,15.00,11.46,110.00
24841,15.00,11.54,111.03
24861,15.00,11.18,220.00
24881,15.00,10.67,220.00
24901,15.00,10.24,220.00
24921,15.00,9.60,220.00
24941,15.00,9.21,220.00
24961,15.00,8.98,220.00
24981,15.00,9.22,110.00
25001,15.00,9.50,110.00
25021,15.00,9.67,110.00
25041,15.00,9.77,115.89
25061,15.00,9.83,131.63
25081,15.00,9.47,220.00
25101,15.00,9.26,220.00
25121,15.00,9.13,211.14
25141,15.00,9.06,191.21
25161,15.00,9.01,179.29
25181,15.00,8.98,172.18
25201,15.00,9.23,110.00
25221,15.00,9.50,110.00
25241,15.00,9.67,110.00
25261,15.00,9.64,169.82
25281,15.00,9.62,165.09
25301,15.00,9.61,162.29
25321,15.00,9.60,160.65
25341,15.00,9.60,159.70
25361,15.00,9.73,110.00
25381,15.00,9.80,126.27
25401,15.00,10.56,110.00
25421,15.00,11.01,110.00
25441,15.00,10.57,220.00
25461,15.00,10.31,220.00
25481,15.00,10.02,220.00
25501,15.00,9.85,220.00
25521,15.00,9.75,199.01
25541,15.00,9.69,182.90
25561,15.00,9.65,173.26
25581,15.00,9.63,167.52
25601,15.00,9.49,214.33
25621,15.00,9.40,195.77
25641,15.00,9.22,220.00
25661,15.00,9.12,204.43
25681,15.00,9.05,190.68
25701,15.00,9.01,176.94
25721,15.00,8.99,171.48
25741,15.00,9.23,110.00
25761,15.00,9.38,110.00
25781,15.00,9.87,110.00
25801,15.00,10.45,110.00
25821,15.00,10.94,110.00
25841,15.00,11.23,110.00
25861,15.00,11.41,110.00
25881,15.00,11.37,164.73
25901,15.00,11.07,220.00
25921,15.00,10.74,220.00
25941,15.00,10.15,220.00
25961,15.00,9.54,220.00
25981,15.00,9.17,220.00
26001,15.00,8.95,220.00
26021,15.00,8.94,164.77
26041,15.00,8.94,164.51
26061,15.00,8.94,164.40
26081,15.00,9.20,110.00
26101,15.00,9.36,110.00
26121,15.00,9.45,123.74
26141,15.00,9.51,138.51
26161,15.00,9.28,220.00
26181,15.00,9.14,217.87
26201,15.00,9.06,196.63
26221,15.00,9.01,183.93
26241,15.00,8.98,176.34
26261,15.00,8.97,171.83
26281,15.00,8.96,169.16
26301,15.00,8.96,164.81
26321,15.00,9.08,114.75
26341,15.00,9.15,134.24
26361,15.00,9.20,145.97
26381,15.00,9.23,150.26
26401,15.00,9.38,110.00
26421,15.00,9.46,127.98
26441,15.00,9.52,138.78
26461,15.00,9.56,148.05
26481,15.00,9.57,156.43
26501,15.00,9.45,211.77
26521,15.00,9.25,220.00
26541,15.00,9.12,213.91
26561,15.00,9.18,141.87
26581,15.00,9.08,203.93
26601,15.00,9.16,135.95
26621,15.00,9.20,147.43
26641,15.00,9.23,154.36
26661,15.00,9.24,158.55
26681,15.00,9.25,161.10
26701,15.00,9.00,220.00
26721,15.00,8.84,220.00
26741,15.00,8.75,204.77
26761,15.00,8.70,190.49
26781,15.00,8.66,181.96
26801,15.00,8.64,176.88
26821,15.00,8.89,110.00
26841,15.00,9.04,110.00
26861,15.00,9.13,130.40
26881,15.00,9.19,144.52
26901,15.00,9.09,203.26
26921,15.00,9.04,189.06
26941,15.00,9.00,183.37
26961,15.00,8.98,177.25
26981,15.00,8.71,220.00
27001,15.00,8.54,220.00
27021,15.00,8.44,211.36
27041,15.00,8.38,192.90
27061,15.00,8.61,110.00
27081,15.00,8.87,110.00
27101,15.00,9.03,110.00
27121,15.00,9.39,110.00
27141,15.00,9.88,110.00
27161,15.00,10.18,110.00
27181,15.00,10.36,110.00
27201,15.00,9.92,220.00
27221,15.00,9.66,220.00
27241,15.00,9.37,220.00
27261,15.00,9.07,220.00
27281,15.00,8.89,220.00
27301,15.00,8.78,213.44
27321,15.00,8.71,196.48
27341,15.00,8.67,186.34
27361,15.00,8.65,180.30
27381,15.00,8.63,176.71
27401,15.00,8.63,174.60
27421,15.00,8.75,120.36
27441,15.00,8.83,140.09
27461,15.00,9.13,110.00
27481,15.00,9.32,110.00
27501,15.00,9.43,122.76
27521,15.00,9.62,110.00
27541,15.00,10.59,110.00
27561,15.00,11.83,110.00
27581,15.00,11.06,220.00
27601,15.00,10.61,220.00
27621,15.00,10.20,220.00
27641,15.00,9.96,220.00
27661,15.00,9.56,220.00
27681,15.00,9.31,220.00
27701,15.00,9.16,220.00
27721,15.00,9.07,204.83
27741,15.00,8.77,220.00
27761,15.00,8.58,220.00
27781,15.00,8.72,114.04
27801,15.00,8.81,136.59
27821,15.00,8.99,110.00
27841,15.00,9.36,110.00
27861,15.00,9.59,110.00
27881,15.00,9.72,112.60
27901,15.00,9.80,133.54
27921,15.00,9.98,110.00
27941,15.00,10.08,121.13
27961,15.00,10.15,137.97
27981,15.00,10.34,110.00
28001,15.00,10.45,116.47
28021,15.00,10.52,134.35
28041,15.00,11.13,110.00
28061,15.00,11.49,110.00
28081,15.00,10.86,220.00
28101,15.00,10.09,220.00
28121,15.00,9.63,220.00
28141,15.00,9.22,220.00
28161,15.00,8.60,220.00
28181,15.00,8.22,220.00
28201,15.00,7.99,220.00
28221,15.00,7.99,179.21
28241,15.00,7.85,220.00
28261,15.00,7.77,210.58
28281,15.00,7.72,198.14
28301,15.00,7.95,110.00
28321,15.00,8.08,122.84
28341,15.00,8.17,144.11
28361,15.00,8.61,110.00
28381,15.00,8.87,110.00
28401,15.00,9.03,110.00
28421,15.00,9.26,110.00
28441,15.00,9.40,113.81
28461,15.00,9.75,110.00
28481,15.00,10.10,110.00
28501,15.00,10.73,110.00
28521,15.00,11.10,110.00
28541,15.00,10.91,220.00
28561,15.00,10.38,220.00
28581,15.00,9.94,220.00
28601,15.00,9.54,220.00
28621,15.00,9.04,220.00
28641,15.00,8.61,220.00
28661,15.00,8.35,220.00
28681,15.00,8.20,220.00
28701,15.00,8.10,215.41
28721,15.00,8.05,200.81
28741,15.00,8.14,139.07
28761,15.00,8.33,110.00
28781,15.00,8.44,130.89
28801,15.00,8.51,148.70
28821,15.00,8.68,110.00
28841,15.00,9.05,110.00
28861,15.00,9.27,110.00
28881,15.00,10.79,110.00
28901,15.00,10.45,220.00
28921,15.00,10.52,136.35
28941,15.00,10.56,147.33
28961,15.00,10.31,220.00
28981,15.00,10.15,220.00
29001,15.00,9.93,220.00
29021,15.00,9.79,220.00
29041,15.00,9.71,201.56
29061,15.00,9.67,189.00
29081,15.00,9.64,181.50
29101,15.00,9.62,177.03
29121,15.00,9.61,174.39
29141,15.00,9.60,172.83
29161,15.00,9.60,171.94
29181,15.00,9.47,220.00
29201,15.00,9.40,201.96
29221,15.00,9.48,137.21
29241,15.00,9.53,153.42
29261,15.00,9.55,160.43
29281,15.00,9.71,110.00
29301,15.00,9.93,110.00
29321,15.00,10.06,114.81
29341,15.00,10.29,110.00
29361,15.00,10.84,110.00
29381,15.00,13.10,110.00
29401,15.00,14.18,110.00
29421,15.00,14.83,110.00
29441,15.00,15.21,110.00
29461,15.00,14.51,220.00
29481,15.00,12.16,220.00
29501,15.00,10.74,220.00
29521,15.00,9.76,220.00
29541,15.00,9.17,220.00
29561,15.00,8.69,220.00
29581,15.00,8.27,220.00
29601,15.00,8.14,220.00
29621,15.00,7.94,220.00
29641,15.00,7.69,220.00
29661,15.00,7.54,220.00
29681,15.00,7.58,164.74
29701,15.00,7.61,172.12
29721,15.00,7.75,126.37
29741,15.00,7.96,110.00
29761,15.00,8.35,110.00
29781,15.00,8.98,110.00
29801,15.00,9.78,110.00
29821,15.00,10.25,110.00
29841,15.00,10.96,110.00
29861,15.00,11.52,110.00
29881,15.00,14.06,110.00
29901,15.00,15.32,110.00
29921,15.00,14.14,220.00
29941,15.00,13.43,220.00
29961,15.00,12.59,220.00
29981,15.00,11.40,220.00
30001,15.00,10.68,220.00
30021,15.00,10.25,220.00
30041,15.00,9.85,220.00
30061,15.00,9.62,220.00
30081,15.00,9.22,220.00
30101,15.00,8.98,220.00
30121,15.00,9.09,128.57
30141,15.00,9.29,110.00
30161,15.00,9.28,178.30
30181,15.00,9.41,123.75
30201,15.00,9.35,196.31
30221,15.00,9.58,110.00
30241,15.00,9.45,220.00
30261,15.00,9.64,110.00
30281,15.00,9.75,127.04
30301,15.00,9.95,110.00
30321,15.00,10.64,110.00
30341,15.00,13.26,110.00
30361,15.00,14.84,110.00
30381,15.00,15.79,110.00
30401,15.00,16.61,110.00
30421,15.00,17.10,110.00
30441,15.00,14.36,220.00
30461,15.00,12.45,220.00
30481,15.00,10.79,220.00
30501,15.00,9.79,220.00
30521,15.00,9.07,220.00
30541,15.00,8.63,220.00
30561,15.00,8.23,220.00
30581,15.00,7.99,220.00
30601,15.00,7.59,220.00
30621,15.00,7.22,220.00
30641,15.00,7.00,220.00
30661,15.00,6.99,191.81
30681,15.00,6.99,190.65
30701,15.00,7.38,110.00
30721,15.00,8.00,110.00
30741,15.00,8.64,110.00
30761,15.00,9.15,110.00
30781,15.00,9.88,110.00
30801,15.00,10.46,110.00
30821,15.00,10.81,110.00
30841,15.00,11.30,110.00
30861,15.00,11.59,110.00
30881,15.00,11.77,110.00
30901,15.00,15.10,110.00
30921,15.00,16.46,110.00
30941,15.00,14.69,220.00
30961,15.00,13.34,220.00
30981,15.00,12.53,220.00
31001,15.00,11.49,220.00
31021,15.00,10.73,220.00
31041,15.00,10.27,220.00
31061,15.00,10.00,220.00
31081,15.00,9.58,220.00
31101,15.00,9.32,220.00
31121,15.00,9.17,220.00
31141,15.00,8.95,220.00
31161,15.00,8.81,220.00
31181,15.00,8.73,211.04
31201,15.00,8.82,145.61
31221,15.00,9.00,110.00
31241,15.00,9.24,110.00
31261,15.00,9.38,118.91
31281,15.00,9.88,110.00
31301,15.00,10.60,110.00
31321,15.00,11.03,110.00
31341,15.00,11.28,110.00
31361,15.00,11.44,110.00
31381,15.00,11.53,125.80
31401,15.00,11.59,140.40
31421,15.00,11.62,149.18
31441,15.00,11.50,210.28
31461,15.00,11.29,220.00
31481,15.00,10.35,220.00
31501,15.00,9.79,220.00
31521,15.00,9.45,220.00
31541,15.00,9.24,220.00
31561,15.00,9.25,173.39
31581,15.00,9.26,174.85
31601,15.00,9.26,175.77
31621,15.00,9.26,176.36
31641,15.00,9.26,176.74
31661,15.00,9.13,220.00
31681,15.00,9.19,153.91
31701,15.00,9.23,163.31
31721,15.00,9.24,171.78
31741,15.00,9.26,171.35
31761,15.00,9.39,123.66
31781,15.00,9.60,110.00
31801,15.00,9.73,124.54
31821,15.00,10.09,110.00
31841,15.00,10.30,110.00
31861,15.00,10.43,119.57
31881,15.00,10.23,220.00
31901,15.00,10.11,220.00
31921,15.00,9.90,220.00
31941,15.00,9.65,220.00
31961,15.00,9.37,220.00
31981,15.00,8.94,220.00
32001,15.00,8.69,220.00
32021,15.00,8.53,220.00
32041,15.00,8.44,219.95
32061,15.00,8.64,110.00
32081,15.00,8.89,110.00
32101,15.00,9.04,119.77
32121,15.00,9.39,110.00
32141,15.00,9.60,110.00
32161,15.00,9.73,125.33
32181,15.00,9.81,145.19
32201,15.00,9.85,157.13
32221,15.00,9.75,214.56
32241,15.00,9.82,149.34
32261,15.00,9.86,159.72
32281,15.00,9.88,165.99
32301,15.00,9.77,220.00
32321,15.00,9.70,204.60
32341,15.00,9.39,220.00
32361,15.00,9.21,220.00
32381,15.00,9.10,220.00
32401,15.00,9.04,206.90
32421,15.00,9.00,196.76
32441,15.00,8.98,190.71
32461,15.00,8.96,187.12
32481,15.00,8.82,220.00
32501,15.00,8.74,216.28
32521,15.00,8.69,203.33
32541,15.00,8.92,110.00
32561,15.00,9.06,125.81
32581,15.00,9.27,110.00
32601,15.00,9.67,110.00
32621,15.00,9.91,110.00
32641,15.00,10.33,110.00
32661,15.00,10.59,110.00
32681,15.00,11.73,110.00
32701,15.00,12.41,110.00
32721,15.00,12.82,110.00
32741,15.00,15.73,110.00
32761,15.00,16.32,110.00
32781,15.00,14.32,220.00
32801,15.00,12.84,220.00
32821,15.00,11.67,220.00
32841,15.00,10.06,220.00
32861,15.00,9.10,220.00
32881,15.00,8.51,220.00
32901,15.00,8.16,220.00
32921,15.00,7.95,220.00
32941,15.00,7.82,220.00
32961,15.00,7.75,220.00
32981,15.00,7.57,220.00
33001,15.00,7.60,180.63
33021,15.00,7.61,184.65
33041,15.00,7.62,187.10
33061,15.00,7.76,135.60
33081,15.00,8.62,110.00
33101,15.00,9.14,110.00
33121,15.00,9.46,110.00
33141,15.00,9.65,110.00
33161,15.00,10.18,110.00
33181,15.00,10.63,110.00
33201,15.00,11.33,110.00
33221,15.00,11.75,110.00
33241,15.00,12.00,110.00
33261,15.00,12.15,110.00
33281,15.00,12.24,127.64
33301,15.00,12.16,197.65
33321,15.00,12.11,184.69
33341,15.00,11.11,220.00
33361,15.00,10.12,220.00
33381,15.00,9.52,220.00
33401,15.00,9.02,220.00
33421,15.00,8.86,220.00
33441,15.00,8.76,220.00
33461,15.00,8.57,220.00
33481,15.00,8.33,220.00
33501,15.00,8.18,220.00
33521,15.00,8.09,220.00
33541,15.00,8.04,210.32
33561,15.00,8.28,110.00
33581,15.00,8.54,110.00
33601,15.00,8.83,110.00
33621,15.00,9.01,114.24
33641,15.00,9.24,110.00
33661,15.00,10.08,110.00
33681,15.00,10.58,110.00
33701,15.00,10.88,110.00
33721,15.00,11.06,110.00
33741,15.00,11.30,110.00
33761,15.00,11.45,110.66
33781,15.00,11.54,133.78
33801,15.00,11.59,147.66
33821,15.00,11.62,156.02
33841,15.00,10.55,220.00
33861,15.00,9.91,220.00
33881,15.00,9.39,220.00
33901,15.00,9.08,220.00
33921,15.00,8.77,220.00
33941,15.00,8.31,220.00
33961,15.00,7.65,220.00
33981,15.00,7.25,220.00
34001,15.00,7.01,220.00
34021,15.00,6.87,220.00
34041,15.00,7.04,126.26
34061,15.00,7.54,110.00
34081,15.00,7.97,110.00
34101,15.00,8.75,110.00
34121,15.00,9.22,110.00
34141,15.00,9.50,110.00
34161,15.00,10.66,110.00
34181,15.00,11.35,110.00
34201,15.00,11.77,110.00
34221,15.00,12.16,110.00
34241,15.00,12.39,110.00
34261,15.00,11.83,220.00
34281,15.00,11.48,220.00
34301,15.00,10.99,220.00
34321,15.00,10.18,220.00
34341,15.00,9.69,220.00
34361,15.00,9.40,220.00
34381,15.00,9.34,204.28
34401,15.00,9.31,196.18
34421,15.00,9.56,110.00
34441,15.00,9.71,120.51
34461,15.00,9.79,147.20
34481,15.00,9.84,160.49
34501,15.00,9.88,165.71
34521,15.00,9.90,171.63
34541,15.00,9.78,220.00
34561,15.00,9.70,211.62
34581,15.00,9.66,200.06
34601,15.00,9.63,193.16
34621,15.00,9.62,189.06
34641,15.00,9.61,186.63
34661,15.00,9.60,185.21
34681,15.00,9.60,184.39
34701,15.00,9.60,183.94
34721,15.00,9.59,183.70
34741,15.00,9.72,130.57
34761,15.00,9.80,150.96
34781,15.00,9.85,163.22
34801,15.00,9.88,170.62
34821,15.00,9.76,220.00
34841,15.00,9.57,220.00
34861,15.00,9.46,220.00
34881,15.00,9.39,212.50
34901,15.00,9.34,204.57
34921,15.00,9.31,197.10
34941,15.00,9.29,192.66
34961,15.00,9.41,137.01
34981,15.00,9.62,110.00
35001,15.00,9.74,134.65
35021,15.00,9.81,153.75
35041,15.00,9.85,165.25
35061,15.00,9.75,220.00
35081,15.00,9.69,208.88
35101,15.00,9.65,199.17
35121,15.00,9.63,193.39
35141,15.00,9.75,134.14
35161,15.00,9.95,110.00
35181,15.00,10.07,134.44
35201,15.00,10.14,153.10
35221,15.00,10.18,164.33
35241,15.00,10.21,168.31
35261,15.00,10.52,110.00
35281,15.00,10.41,220.00
35301,15.00,10.21,220.00
35321,15.00,10.10,220.00
35341,15.00,9.89,220.00
35361,15.00,9.64,220.00
35381,15.00,9.49,220.00
35401,15.00,9.27,220.00
35421,15.00,9.27,187.94
35441,15.00,9.27,187.72
35461,15.00,9.40,134.60
35481,15.00,9.61,110.00
35501,15.00,9.86,110.00
35521,15.00,10.02,121.73
35541,15.00,10.40,110.00
35561,15.00,10.62,110.00
35581,15.00,10.47,220.00
35601,15.00,10.38,217.49
35621,15.00,10.33,203.34
35641,15.00,10.29,194.88
35661,15.00,10.01,220.00
35681,15.00,9.85,220.00
35701,15.00,9.88,172.58
35721,15.00,9.89,177.28
35741,15.00,9.90,180.13
35761,15.00,9.92,179.08
35781,15.00,9.92,181.23
35801,15.00,10.20,110.00
35821,15.00,10.37,114.75
35841,15.00,10.61,110.00
35861,15.00,10.62,178.38
35881,15.00,10.62,179.30
35901,15.00,10.47,220.00
35921,15.00,10.12,220.00
35941,15.00,9.91,220.00
35961,15.00,9.78,220.00
35981,15.00,9.84,163.44
36001,15.00,9.87,172.09
36021,15.00,9.90,174.53
36041,15.00,9.91,178.77
36061,15.00,9.92,181.35
36081,15.00,10.05,132.70
36101,15.00,10.28,110.00
36121,15.00,10.42,127.51
36141,15.00,10.78,110.00
36161,15.00,10.99,110.00
36181,15.00,10.84,220.00
36201,15.00,11.04,110.00
36221,15.00,11.15,131.72
36241,15.00,10.94,220.00
36261,15.00,10.81,220.00
36281,15.00,10.46,220.00
36301,15.00,10.12,220.00
36321,15.00,9.78,220.00
36341,15.00,9.57,220.00
36361,15.00,9.45,220.00
36381,15.00,9.38,218.44
36401,15.00,9.33,207.02
36421,15.00,9.31,200.21
36441,15.00,9.55,110.00
36461,15.00,9.83,110.00
36481,15.00,10.15,110.00
36501,15.00,10.48,110.00
36521,15.00,10.67,110.00
36541,15.00,10.79,133.91
36561,15.00,10.86,152.45
36581,15.00,10.90,163.60
36601,15.00,10.93,170.32
36621,15.00,10.94,174.38
36641,15.00,10.95,176.84
36661,15.00,10.96,178.34
36681,15.00,10.96,179.27
36701,15.00,10.96,179.85
36721,15.00,10.68,220.00
36741,15.00,10.66,191.07
36761,15.00,10.78,132.01
36781,15.00,10.72,207.38
36801,15.00,10.53,220.00
36821,15.00,10.29,220.00
36841,15.00,10.14,220.00
36861,15.00,9.92,220.00
36881,15.00,9.79,220.00
36901,15.00,9.84,166.87
36921,15.00,9.87,175.08
36941,15.00,10.02,127.02
36961,15.00,10.11,150.44
36981,15.00,10.32,110.00
37001,15.00,10.58,110.00
37021,15.00,10.73,120.26
37041,15.00,10.83,144.76
37061,15.00,11.16,110.00
37081,15.00,11.09,212.42
37101,15.00,11.04,200.13
37121,15.00,11.01,192.79
37141,15.00,10.99,188.40
37161,15.00,10.69,220.00
