Tiempo(ms),PWM,Altura(cm)
20,155,11.71
40,155,12.43
60,155,12.85
80,155,12.38
100,155,12.83
120,155,13.09
140,155,13.24
160,155,13.33
180,155,13.25
201,155,13.19
220,155,13.16
240,155,13.15
260,155,13.14
280,155,12.98
300,155,12.89
320,155,12.84
340,155,12.80
360,155,12.79
380,155,12.77
400,155,12.78
420,155,12.78
440,155,12.77
460,155,12.77
480,155,12.63
500,155,12.54
520,155,12.49
540,155,12.46
600,155,12.44
620,155,12.43
640,155,13.14
660,155,13.56
680,155,13.67
700,155,13.73
720,155,13.77
740,155,13.79
760,155,13.81
780,155,13.81
800,155,13.82
820,155,13.10
841,155,12.68
860,155,13.15
880,155,13.43
900,155,13.59
920,155,13.69
940,155,13.89
960,155,13.87
980,155,13.85
1000,155,13.84
1020,155,13.84
1040,155,13.68
1060,155,13.59
1080,155,13.54
1100,155,13.52
1120,155,13.50
1140,155,13.48
1160,155,13.48
1180,155,13.47
1200,155,13.47
1220,155,13.47
1240,155,13.47
1260,155,13.47
1280,155,13.47
1300,155,13.47
1320,155,13.33
1340,155,13.39
1380,155,13.43
1400,155,13.44
1420,155,13.46
1440,155,13.46
1460,155,13.61
1481,155,13.70
1500,155,13.75
1520,155,13.78
1540,155,13.65
1560,155,13.58
1580,155,15.07
1600,155,14.56
1620,155,14.26
1640,155,13.94
1660,155,13.89
1680,155,13.87
1700,155,13.85
1720,155,13.84
1740,155,13.84
1760,155,13.83
1780,155,13.83
1800,155,13.68
1820,155,13.73
1840,155,13.05
1860,155,12.64
1880,155,13.13
1900,155,13.41
1920,155,12.85
1940,155,12.67
1960,155,12.57
1980,155,13.22
2000,155,13.61
2020,155,13.95
2040,155,13.32
2060,155,12.95
2080,155,12.73
2100,155,13.32
2121,155,13.67
2140,155,13.16
2160,155,12.85
2180,155,12.67
2220,155,12.57
2240,155,12.65
2260,155,12.70
2280,155,12.58
2300,155,13.33
2320,155,13.10
2340,155,12.82
2360,155,12.65
2380,155,12.56
2400,155,12.49
2420,155,12.46
2440,155,12.44
2460,155,12.43
2480,155,12.42
2500,155,12.42
2520,155,12.42
2540,155,12.42
2560,155,13.14
2580,155,12.84
2600,155,13.25
2620,155,13.48
2640,155,13.62
2660,155,13.71
2680,155,13.75
2700,155,15.18
2720,155,14.48
2740,155,14.21
2780,155,13.91
2800,155,13.73
2820,155,13.62
2840,155,13.56
2860,155,13.52
2880,155,13.50
2900,155,13.48
2920,155,13.48
2940,155,13.47
2960,155,13.33
2980,155,13.39
3000,155,13.43
3020,155,13.30
3040,155,13.37
3060,155,14.09
3080,155,13.84
3100,155,13.68
3120,155,13.60
3140,155,13.54
3160,155,13.52
3180,155,13.50
3200,155,13.49
3220,155,13.48
3240,155,13.47
3260,155,13.47
3280,155,13.47
3300,155,13.33
3320,155,14.07
3340,155,13.68
3360,155,13.45
3380,155,13.46
3401,155,13.32
3420,155,13.38
3440,155,13.27
3460,155,13.21
3480,155,13.17
3500,155,13.15
3520,155,13.14
3540,155,13.13
3560,155,13.80
3580,155,13.38
3600,155,13.12
3620,155,12.97
3640,155,12.89
3660,155,12.84
3680,155,12.67
3700,155,11.02
3760,155,11.59
3780,155,11.93
3800,155,12.95
3820,155,13.46
3840,155,13.85
3860,155,14.09
3880,155,13.55
3900,155,13.08
3920,155,12.80
3940,155,12.64
3960,155,12.55
3980,155,12.49
4020,155,13.18
4041,155,13.59
4060,155,13.83
4080,155,13.97
4100,155,14.05
4120,155,14.11
4140,155,14.13
4160,155,14.15
4180,155,13.44
4200,155,13.02
4220,155,13.49
4240,155,13.77
4260,155,13.22
4280,155,12.89
4320,155,13.41
4340,155,13.72
4360,155,13.91
4380,155,14.02
4400,155,13.36
4420,155,12.97
4460,155,13.46
4480,155,13.03
4500,155,12.78
4520,155,13.36
4540,155,13.69
4560,155,13.17
4580,155,13.68
4600,155,13.31
4620,155,13.09
4640,155,12.96
4660,155,13.55
4681,155,13.90
4700,155,13.44
4720,155,13.17
4740,155,13.83
4760,155,14.07
4780,155,13.54
4800,155,13.08
4820,155,13.63
4840,155,13.96
4860,155,14.15
4880,155,14.27
4900,155,13.66
4920,155,12.43
4940,155,13.25
4960,155,13.73
4980,155,13.19
5000,155,12.87
5020,155,12.69
5040,155,13.40
5060,155,13.81
5080,155,13.24
5100,155,12.90
5120,155,13.42
5140,155,13.01
5160,155,13.59
5180,155,13.83
5200,155,13.25
5220,155,12.91
5240,155,13.43
5260,155,13.84
5280,155,13.25
5300,155,12.91
5321,155,12.71
5340,155,13.31
5360,155,12.94
5380,155,13.54
5400,155,13.91
5420,155,14.12
5440,155,13.56
5460,155,13.24
5480,155,13.04
5500,155,12.93
5520,155,12.86
5540,155,12.82
5560,155,13.48
5580,155,13.04
5600,155,12.79
5620,155,13.35
5640,155,13.69
5660,155,13.99
5680,155,14.17
5700,155,14.27
5720,155,13.51
5740,155,13.06
5760,155,12.94
5780,155,12.87
5800,155,12.82
5820,155,12.80
5840,155,12.93
5860,155,13.68
5880,155,13.45
5900,155,13.99
5920,155,13.49
5940,155,13.20
5961,155,13.02
5980,155,13.60
6000,155,13.25
6020,155,13.06
6040,155,12.94
6060,155,13.55
6080,155,13.22
6100,155,12.89
6120,155,12.84
6140,155,13.49
6160,155,13.87
6180,155,14.09
6200,155,14.23
6220,155,13.64
6240,155,13.29
6260,155,13.75
6280,155,14.02
6300,155,13.51
6320,155,13.06
6340,155,12.80
6380,155,13.36
6400,155,12.97
6440,155,13.57
6460,155,13.10
6480,155,12.82
6500,155,13.37
6520,155,12.98
6540,155,12.75
6560,155,13.33
6580,155,13.67
6620,155,13.16
6640,155,12.85
6660,155,13.39
6680,155,13.72
6700,155,13.90
6720,155,14.01
6740,155,13.36
6760,155,12.97
6780,155,12.74
6800,155,13.33
6820,155,12.95
6840,155,12.73
6860,155,13.32
6880,155,13.77
6900,155,13.22
6920,155,12.89
6940,155,13.41
6960,155,13.72
6980,155,13.19
7000,155,13.59
7020,155,13.83
7040,155,13.25
7060,155,12.91
7080,155,12.85
7100,155,12.81
7120,155,12.65
7140,155,12.55
7160,155,13.31
7180,155,13.77
7200,155,14.03
7220,155,14.20
7241,155,14.29
7260,155,13.67
7280,155,13.31
7300,155,12.93
7320,155,12.86
7340,155,12.82
7360,155,12.80
7380,155,12.78
7400,155,13.45
7420,155,13.17
7440,155,13.00
7460,155,12.91
7480,155,12.86
7500,155,13.64
7520,155,13.43
