.93
54800,172,23.57
54820,172,23.36
54860,172,23.23
54880,172,23.67
2,23.96
54740,172,24.10
54760,172,23.67
54780,172,23.93
54800,172,23.57
54820,172,23.36
54860,172,23.23
54880,172,23.67
Tiempo(ms),PWM,Altura(cm)
20,155,7.66
40,155,7.66
60,155,8.06
80,155,8.29
100,155,8.43
120,155,8.38
140,155,8.35
160,155,8.34
180,155,8.73
201,155,8.42
220,155,8.24
240,155,8.14
260,155,8.48
280,155,8.68
300,155,8.66
320,155,8.65
340,155,8.65
360,155,9.04
380,155,8.74
400,155,9.10
420,155,9.31
440,155,8.77
460,155,8.98
480,155,9.11
500,155,8.65
520,155,8.91
540,155,8.93
560,155,8.95
580,155,8.42
600,155,8.64
620,155,8.77
640,155,8.85
660,155,9.43
680,155,9.64
700,155,9.77
720,155,9.84
740,155,9.75
760,155,9.83
780,155,9.88
800,155,9.77
820,155,9.71
841,155,9.67
860,155,9.65
900,155,9.64
920,155,9.63
940,155,9.49
960,155,8.88
980,155,9.05
1000,155,9.15
1020,155,9.07
1040,155,9.03
1060,155,9.00
1080,155,8.99
1100,155,8.98
1120,155,8.97
1140,155,8.97
1160,155,8.97
1180,155,8.97
1200,155,9.50
1220,155,9.82
1240,155,9.47
1260,155,9.67
1280,155,9.78
1300,155,9.85
1320,155,9.89
1340,155,9.91
1360,155,9.93
1380,155,9.93
1400,155,9.80
1420,155,9.73
1440,155,9.82
1460,155,10.45
1481,155,10.11
1500,155,9.91
1520,155,9.79
1540,155,9.72
1560,155,9.15
1580,155,9.34
1600,155,9.32
1620,155,9.44
1640,155,9.38
1660,155,9.35
1680,155,9.32
1700,155,9.31
1720,155,9.30
1740,155,9.30
1760,155,9.30
1780,155,9.29
1800,155,9.29
1820,155,9.29
1840,155,9.16
1860,155,9.08
1880,155,9.17
1900,155,8.15
1920,155,8.62
1940,155,8.76
1960,155,8.98
1980,155,8.97
2000,155,8.97
2020,155,9.50
2040,155,9.28
2060,155,9.15
2080,155,9.61
2100,155,9.88
2121,155,10.04
2140,155,9.60
2160,155,9.34
2180,155,9.72
2200,155,9.95
2220,155,9.55
2240,155,9.85
2260,155,10.02
2280,155,9.99
2300,155,9.97
2320,155,10.10
2340,155,10.04
2360,155,10.00
2380,155,9.85
2400,155,9.88
2420,155,9.91
2440,155,9.92
2460,155,9.93
2480,155,9.94
2500,155,9.94
2520,155,9.95
2540,155,9.95
2560,155,9.95
2580,155,9.95
2600,155,9.95
2620,155,9.95
2640,155,9.95
2660,155,9.95
2680,155,9.95
2700,155,9.95
2720,155,9.94
2740,155,9.94
2761,155,9.95
2780,155,9.95
2800,155,9.95
2820,155,9.95
2840,155,9.95
2860,155,9.95
2880,155,9.95
2900,155,9.95
2920,155,9.95
2940,155,9.95
2960,155,9.95
3000,155,9.95
3020,155,9.95
3040,155,9.95
3060,155,9.95
3080,155,9.81
3100,155,9.87
3120,155,10.47
3140,155,10.83
3160,155,10.34
3180,155,10.04
3200,155,9.87
3220,155,9.77
3240,155,9.71
3260,155,9.67
3280,155,9.65
3300,155,10.20
3320,155,10.53
3340,155,10.72
3360,155,10.14
3380,155,10.49
3401,155,10.00
3420,155,10.41
3440,155,9.95
3460,155,9.68
3480,155,9.52
3500,155,9.43
3520,155,9.37
3540,155,10.03
3560,155,10.43
3580,155,9.96
3600,155,9.69
3620,155,10.23
3640,155,10.53
3660,155,10.03
3680,155,9.73
3700,155,9.55
3720,155,9.44
3740,155,9.38
3760,155,9.35
3780,155,9.32
3800,155,9.31
3820,155,9.30
3840,155,9.30
3860,155,9.30
3880,155,9.30
3900,155,9.29
3920,155,9.29
3940,155,9.29
3960,155,9.29
3980,155,9.29
4000,155,9.29
4020,155,9.29
4041,155,9.29
4060,155,9.29
4080,155,9.29
4100,155,9.29
4120,155,9.29
4140,155,9.29
4160,155,9.29
4180,155,9.29
4200,155,9.29
4220,155,9.29
4240,155,9.29
4260,155,9.29
4280,155,9.29
4320,155,9.29
4340,155,9.29
4360,155,9.29
4380,155,9.29
4400,155,9.29
4420,155,9.29
4440,155,9.29
4460,155,9.29
4480,155,9.29
4500,155,9.29
4520,155,9.29
4540,155,9.29
4560,155,9.29
4580,155,9.29
4600,155,9.69
4620,155,9.93
4640,155,10.23
4660,155,10.25
4681,155,10.26
4700,155,10.27
4720,155,10.27
4740,155,9.87
4760,155,10.04
4780,155,9.60
4800,155,9.34
4820,155,9.72
