.93
4840,155,9.95
4860,155,10.08
4880,155,10.16
4900,155,9.67
4920,155,9.38
4940,155,9.75
4960,155,10.12
4980,155,9.78
5000,155,9.58
5020,155,9.46
5040,155,9.39
5060,155,9.35
5080,155,9.33
5100,155,9.31
5120,155,9.31
5140,155,9.30
5160,155,9.30
5180,155,9.99
5200,155,9.71
5220,155,9.67
5240,155,10.21
5260,155,9.96
5280,155,9.82
5300,155,9.74
5321,155,9.69
5340,155,10.37
5360,155,10.20
5380,155,10.09
5400,155,10.03
5420,155,10.00
5440,155,9.98
5460,155,9.97
5480,155,9.96
5500,155,9.95
5520,155,9.55
5540,155,9.85
5560,155,9.49
5580,155,9.27
5600,155,9.15
5620,155,9.07
5640,155,9.56
5660,155,9.32
5680,155,9.71
5700,155,9.93
5720,155,9.54
5740,155,9.44
5760,155,9.38
5780,155,9.34
5800,155,8.79
5820,155,8.46
5840,155,8.80
5860,155,9.00
5880,155,9.12
5900,155,9.19
5920,155,9.23
5940,155,8.72
5961,155,8.42
5980,155,8.77
6000,155,8.98
6020,155,8.57
6040,155,8.33
6060,155,8.73
6080,155,8.96
6100,155,8.56
6120,155,8.32
6140,155,8.72
6160,155,8.95
6180,155,9.09
6200,155,9.17
6220,155,8.69
6240,155,8.40
6260,155,8.76
6280,155,8.98
6300,155,9.11
6320,155,8.65
6340,155,8.38
6360,155,7.14
6380,155,8.02
6400,155,8.54
6420,155,8.85
6440,155,9.03
6460,155,9.14
6480,155,9.20
6500,155,9.24
6520,155,8.73
6540,155,8.96
6560,155,9.09
6580,155,9.18
6601,155,9.22
6620,155,8.72
6640,155,8.42
6660,155,8.77
6680,155,8.99
6700,155,9.11
6720,155,9.19
6740,155,8.69
6760,155,8.40
6780,155,8.77
6800,155,8.98
6820,155,8.57
6840,155,8.33
6860,155,8.72
6880,155,8.96
6900,155,8.56
6920,155,8.86
6940,155,9.04
6960,155,9.14
6980,155,9.20
7000,155,9.24
7020,155,9.26
7040,155,8.74
7060,155,8.97
7080,155,9.10
7100,155,9.17
7120,155,8.69
7140,155,8.40
7160,155,8.76
7180,155,8.98
7200,155,9.11
7220,155,9.18
7241,155,9.23
7260,155,8.72
7280,155,8.42
7300,155,8.78
7320,155,8.99
7340,155,8.58
7360,155,8.33
7380,155,8.73
7400,155,8.96
7420,155,8.56
7440,155,8.86
7460,155,9.04
7480,155,9.14
7500,155,9.20
7520,155,9.24
7540,155,8.73
7560,155,8.42
7580,155,8.78
7600,155,8.99
7620,155,9.11
7640,155,8.65
7660,155,8.38
7680,155,6.74
7780,155,7.25
7800,155,8.09
7820,155,8.58
7840,155,8.87
7860,155,8.51
7881,155,8.29
7900,155,8.70
7920,155,8.94
7940,155,8.55
7960,155,8.32
7980,155,8.72
8000,155,8.95
8020,155,9.09
8040,155,9.17
8060,155,8.69
8080,155,8.40
8100,155,8.76
8120,155,8.98
8140,155,8.57
8160,155,8.33
8180,155,8.72
8200,155,8.96
8220,155,9.09
8240,155,9.18
8260,155,9.22
8280,155,9.25
8300,155,8.73
8320,155,8.96
8340,155,9.10
8360,155,9.18
8380,155,9.22
8400,155,9.25
8420,155,9.26
8440,155,8.74
8460,155,8.43
8480,155,8.78
8500,155,8.99
8521,155,9.11
8540,155,9.32
8560,155,9.18
8580,155,9.49
8600,155,9.14
8620,155,8.13
8640,155,7.54
8660,155,6.78
8680,155,6.20
8700,155,6.66
8720,155,5.60
8740,155,4.83
8760,155,4.78
8900,155,4.62
8920,155,5.05
8940,155,4.64
8960,155,4.40
8980,155,4.26
9000,155,3.91
9020,155,4.37
9040,155,4.64
9080,155,4.80
9100,155,6.24
9180,155,6.95
9200,155,7.37
9220,155,8.71
9240,155,9.34
9260,155,9.72
9280,155,10.67
9300,155,10.38
9660,155,10.91
10980,172,9.85
11000,172,9.22
11020,172,8.71
11040,172,8.42
11060,172,8.24
11081,172,8.13
11100,172,8.07
11120,172,8.04
11140,172,8.01
11160,172,8.00
11180,172,7.99
11200,172,7.99
11220,172,7.99
11240,172,7.99
11260,172,7.98
11280,172,7.98
11300,172,7.98
11320,172,7.98
11340,172,7.98
11360,172,7.98
11380,172,7.98
11400,172,7.98
11420,172,7.98
11440,172,7.98
11460,172,7.98
11480,172,7.98
11500,172,7.98
11520,172,7.98
11540,172,7.98
11560,172,7.98
11580,172,7.98
11600,172,7.98
11620,172,7.98
11640,172,7.98
11660,172,7.98
11680,172,7.98
11700,172,7.98
11721,172,7.98
11740,172,7.98
11760,172,7.98
11780,172,7.98
11800,172,7.98
11820,172,7.98
11840,172,7.98
11860,172,7.98
11880,172,7.98
11900,172,7.98
11920,172,7.98
11940,172,7.98
11960,172,7.98
11980,172,7.98
12000,172,7.98
12020,172,7.98
12040,172,7.98
12060,172,7.98
12080,172,7.98
12100,172,7.98
12120,172,7.98
12140,172,7.98
12160,172,7.98
12180,172,7.98
12200,172,7.98
12220,172,7.98
12240,172,7.98
12260,172,7.98
12280,172,7.98
12300,172,7.98
12320,172,7.98
12340,172,7.98
12361,172,7.98
12380,172,7.98
12400,172,7.98
12420,172,7.98
12440,172,7.98
12460,172,7.98
12480,172,7.98
12500,172,7.98
12520,172,7.98
12540,172,7.98
12560,172,7.98
12580,172,7.98
12600,172,7.98
12620,172,7.98
12640,172,7.98
12660,172,7.98
12680,172,7.98
12700,172,7.98
12720,172,7.98
12740,172,7.98
12760,172,7.98
12780,172,7.99
12800,172,7.99
12820,172,7.99
12840,172,7.98
12860,172,7.98
12880,172,7.98
12900,172,7.98
12920,172,7.98
12940,172,7.98
12960,172,7.98
12980,172,7.98
13001,172,7.98
13020,172,7.98
13040,172,7.98
13060,172,7.98
13080,172,7.98
13100,172,7.98
13120,172,7.98
13140,172,7.98
13160,172,7.98
13180,172,7.98
13200,172,7.98
13220,172,7.98
13240,172,7.98
