Tiempo(ms),PWM,Altura(cm)
30660,173,22.57
30680,173,22.37
30700,173,21.73
30720,173,21.87
30740,173,21.96
30760,173,21.48
30780,173,21.20
30800,173,21.04
30820,173,20.94
30840,173,20.88
30860,173,21.37
30880,173,21.14
30900,173,21.00
30921,173,21.32
30940,173,21.51
30960,173,21.61
30980,173,21.68
31000,173,21.32
31020,173,21.64
31040,173,21.30
31060,173,21.62
31080,173,21.81
31100,173,21.92
31120,173,21.86
31140,173,21.82
31160,173,21.80
31180,173,21.26
31200,173,20.94
31220,173,21.27
31240,173,21.48
31260,173,21.59
31280,173,21.66
31300,173,21.70
31320,173,21.59
31340,173,21.66
31360,173,21.70
31380,173,21.86
31400,173,21.43
31420,173,21.17
31440,173,21.55
31460,173,22.69
31480,173,22.44
31500,173,22.16
31520,173,22.00
31540,173,21.91
31561,173,21.85
31580,173,21.82
31600,173,21.80
31620,173,21.78
31640,173,21.77
31660,173,22.81
31680,173,22.92
31700,173,22.58
31720,173,22.38
31740,173,22.79
31760,173,22.50
31820,173,22.33
31840,173,22.23
31860,173,22.17
31880,173,22.14
31900,173,22.12
31920,173,21.58
31940,173,21.26
31960,173,21.60
31980,173,21.27
32000,173,21.07
32020,173,20.97
32040,173,21.42
32060,173,21.69
32080,173,21.85
32100,173,21.96
32120,173,22.01
32140,173,22.04
32160,173,22.59
32201,173,22.38
32220,173,21.73
32240,173,22.01
32260,173,22.18
32280,173,23.17
32300,173,22.34
32320,173,21.84
32340,173,21.55
32360,173,21.37
32400,173,21.67
32420,173,21.32
32440,173,21.11
32460,173,21.51
32500,173,21.22
32520,173,21.05
32540,173,20.94
32560,173,20.88
32580,173,21.25
32600,173,21.46
32620,173,21.59
32640,173,21.26
32660,173,21.07
32680,173,21.49
32700,173,21.73
32720,173,21.35
32740,173,21.12
32760,173,21.52
32800,173,21.62
32820,173,21.68
32841,173,21.72
32860,173,21.74
32880,173,21.23
32900,173,20.92
32920,173,20.74
32940,173,20.64
32960,173,21.10
32980,173,21.38
33000,173,21.53
33020,173,21.63
33040,173,21.55
33060,173,21.50
33080,173,21.61
33100,173,21.67
33120,173,21.71
33140,173,21.73
33160,173,21.74
33180,173,21.88
33220,173,21.97
33240,173,21.49
33260,173,21.20
33280,173,21.04
33300,173,21.46
33320,173,20.80
33340,173,20.93
33360,173,21.01
33380,173,21.05
33400,173,21.60
33420,173,21.41
33440,173,21.29
33460,173,21.22
33481,173,21.71
33520,173,22.52
33540,173,22.35
33560,173,22.24
33580,173,22.18
33600,173,22.14
33620,173,22.65
33640,173,22.55
33660,173,21.97
33680,173,22.15
33700,173,22.26
33720,173,22.32
33740,173,22.36
33760,173,22.25
33780,173,22.18
33820,173,22.14
33840,173,21.20
33860,173,21.56
33880,173,21.78
33900,173,21.78
33940,173,21.78
33960,173,21.78
33980,173,21.90
34000,173,21.98
34020,173,22.93
34040,173,22.45
34060,173,22.17
34080,173,22.01
34100,173,21.91
34121,173,22.39
34140,173,22.14
34160,173,21.99
34180,173,21.90
34200,173,21.85
34220,173,22.21
34240,173,21.90
34260,173,21.72
34280,173,21.60
34300,173,21.53
34320,173,21.62
34340,173,21.69
34360,173,21.19
34380,173,21.42
34400,173,21.56
34420,173,21.64
34440,173,21.69
34460,173,21.72
34480,173,21.73
34500,173,21.74
34540,173,21.76
34560,173,21.76
34580,173,22.15
34600,173,21.99
34640,173,21.77
34660,173,21.77
34680,173,21.76
34700,173,21.77
34720,173,21.77
34740,173,21.77
34761,173,21.76
34780,173,21.76
34800,173,22.80
34860,173,22.38
34880,173,21.60
34900,173,21.66
34920,173,21.70
34940,173,21.59
34960,173,21.67
34980,173,21.58
35000,173,21.12
35020,173,21.25
35040,173,21.85
35060,173,21.68
35080,173,21.59
35100,173,21.66
35160,173,20.52
35180,173,21.03
35220,173,21.34
35240,173,21.90
35260,173,21.72
35280,173,21.61
35300,173,21.54
